config_id,language,target,context_id,instr_idx,persona_class,persona_idx,model_alias,model,ideology,quantization
5706,english,men,4,5,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5707,english,christians,-1,6,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5708,english,jews,1,2,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5709,english,women,-1,1,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5710,english,christians,0,0,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5711,english,jews,-1,4,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5712,english,lgbtq+ people,4,6,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5713,english,lgbtq+ people,0,1,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5714,english,latinx people,-1,1,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5715,english,latinx people,1,8,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5716,english,asian people,-1,2,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5717,english,christians,-1,4,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5718,english,white people,3,5,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5719,english,lgbtq+ people,-1,4,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5720,english,asian people,-1,3,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5721,english,white people,-1,8,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5722,english,asian people,4,3,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5723,english,white people,-1,0,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5724,english,white people,1,7,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5725,english,men,-1,5,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5726,english,latinx people,-1,4,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5727,english,white people,-1,1,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5728,english,christians,1,7,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5729,english,lgbtq+ people,4,3,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5730,english,christians,-1,4,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5731,english,lgbtq+ people,-1,5,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5732,english,asian people,2,9,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5733,english,black people,-1,1,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5734,english,white people,-1,5,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5735,english,lgbtq+ people,3,8,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5736,english,black people,2,6,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5737,english,latinx people,0,2,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5738,english,latinx people,4,9,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5739,english,lgbtq+ people,3,1,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5740,english,men,4,2,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5741,english,muslims,-1,2,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5742,english,women,3,2,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5743,english,latinx people,-1,3,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5744,english,asian people,-1,3,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5745,english,black people,-1,6,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5746,english,lgbtq+ people,0,8,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5747,english,asian people,-1,3,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5748,english,latinx people,3,0,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5749,english,women,-1,3,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5750,english,asian people,1,3,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5751,english,latinx people,-1,3,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5752,english,white people,-1,7,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5753,english,women,0,7,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5754,english,men,-1,6,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5755,english,lgbtq+ people,-1,4,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5756,english,women,0,4,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5757,english,muslims,-1,1,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5758,english,jews,-1,0,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5759,english,women,3,7,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5760,english,men,-1,9,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5761,english,latinx people,3,1,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5762,english,asian people,3,2,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5763,english,women,-1,0,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5764,english,men,-1,5,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5765,english,black people,1,2,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5766,english,asian people,-1,0,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5767,english,men,1,9,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5768,english,lgbtq+ people,2,1,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5769,english,muslims,-1,0,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5770,english,muslims,1,5,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5771,english,black people,-1,7,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5772,english,christians,0,7,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5773,english,muslims,1,1,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5774,english,women,-1,6,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5775,english,christians,-1,1,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5776,english,lgbtq+ people,2,5,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5777,english,christians,-1,3,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5778,english,muslims,2,6,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5779,english,jews,-1,3,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5780,english,latinx people,-1,2,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5781,english,women,3,0,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5782,english,men,4,8,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5783,english,christians,-1,3,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5784,english,muslims,-1,5,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5785,english,christians,-1,4,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5786,english,lgbtq+ people,-1,9,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5787,english,jews,-1,6,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5788,english,white people,-1,8,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5789,english,white people,2,7,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5790,english,jews,-1,4,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5791,english,muslims,4,4,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5792,english,jews,-1,5,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5793,english,jews,1,0,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5794,english,black people,-1,3,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5795,english,men,3,0,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5796,english,men,-1,5,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5797,english,asian people,-1,9,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5798,english,muslims,0,8,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5799,english,jews,-1,9,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5800,english,latinx people,0,6,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5801,english,black people,-1,6,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5802,english,black people,-1,3,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5803,english,women,3,0,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5804,english,white people,3,2,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5805,english,men,-1,6,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5806,english,men,4,9,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5807,english,men,-1,4,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5808,english,asian people,-1,9,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5809,english,white people,1,8,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5810,english,black people,2,3,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5811,english,white people,-1,1,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5812,english,muslims,-1,9,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5813,english,christians,0,1,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5814,english,black people,4,8,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5815,english,white people,-1,1,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5816,english,asian people,4,4,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5817,english,muslims,3,3,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5818,english,jews,-1,7,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5819,english,latinx people,0,3,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5820,english,asian people,-1,7,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5821,english,jews,2,9,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5822,english,asian people,-1,2,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5823,english,jews,-1,0,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5824,english,lgbtq+ people,3,2,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5825,english,women,-1,8,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5826,english,latinx people,-1,4,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5827,english,asian people,-1,9,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5828,english,black people,0,7,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5829,english,latinx people,-1,2,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5830,english,jews,3,9,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5831,english,women,-1,4,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5832,english,men,0,6,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5833,english,muslims,-1,8,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5834,english,white people,-1,9,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5835,english,lgbtq+ people,2,5,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5836,english,asian people,-1,7,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5837,english,muslims,1,8,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5838,english,muslims,4,6,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5839,english,men,1,7,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5840,english,women,-1,2,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5841,english,black people,4,3,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5842,english,men,4,9,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5843,english,men,3,7,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5844,english,latinx people,4,6,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5845,english,muslims,4,9,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5846,english,latinx people,-1,6,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5847,english,lgbtq+ people,3,8,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5848,english,latinx people,-1,5,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5849,english,asian people,-1,2,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5850,english,women,4,5,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5851,english,men,-1,6,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5852,english,men,3,7,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5853,english,black people,-1,5,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5854,english,latinx people,-1,3,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5855,english,black people,2,8,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5856,english,jews,2,9,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5857,english,asian people,0,2,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5858,english,white people,-1,4,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5859,english,latinx people,3,8,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5860,english,white people,-1,3,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5861,english,black people,-1,8,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5862,english,women,-1,1,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5863,english,white people,1,4,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5864,english,christians,0,6,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5865,english,muslims,-1,6,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5866,english,asian people,3,7,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5867,english,black people,-1,0,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5868,english,white people,-1,0,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5869,english,lgbtq+ people,1,1,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5870,english,black people,4,5,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5871,english,christians,4,1,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5872,english,christians,-1,3,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5873,english,muslims,0,6,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5874,english,muslims,-1,3,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5875,english,asian people,-1,6,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5876,english,christians,-1,4,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5877,english,christians,1,6,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5878,english,asian people,0,0,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5879,english,men,-1,7,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5880,english,jews,3,3,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5881,english,asian people,-1,2,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5882,english,latinx people,2,0,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5883,english,jews,-1,9,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5884,english,christians,0,6,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5885,english,women,-1,2,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5886,english,jews,-1,2,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5887,english,lgbtq+ people,-1,7,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5888,english,lgbtq+ people,-1,0,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5889,english,women,3,5,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5890,english,women,4,1,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5891,english,white people,2,9,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5892,english,muslims,1,2,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5893,english,lgbtq+ people,-1,5,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5894,english,asian people,-1,0,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5895,english,jews,-1,3,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5896,english,jews,3,8,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5897,english,men,-1,4,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5898,english,muslims,0,8,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5899,english,jews,2,2,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5900,english,muslims,2,5,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5901,english,jews,3,9,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5902,english,women,1,2,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5903,english,latinx people,-1,0,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5904,english,latinx people,-1,9,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5905,english,asian people,0,0,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5906,english,men,0,1,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5907,english,jews,-1,8,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5908,english,white people,-1,2,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5909,english,lgbtq+ people,-1,2,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5910,english,christians,-1,8,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5911,english,latinx people,2,1,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5912,english,muslims,-1,0,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5913,english,women,-1,6,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5914,english,women,0,1,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5915,english,men,-1,5,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5916,english,muslims,4,5,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5917,english,men,1,4,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5918,english,white people,4,4,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5919,english,christians,-1,0,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5920,english,black people,-1,4,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5921,english,black people,-1,2,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5922,english,white people,2,2,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5923,english,women,4,4,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5924,english,asian people,2,0,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5925,english,jews,-1,1,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5926,english,white people,1,7,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5927,english,women,4,1,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5928,english,lgbtq+ people,-1,8,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5929,english,jews,2,7,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5930,english,asian people,1,4,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5931,english,jews,3,3,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5932,english,christians,0,5,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5933,english,latinx people,-1,8,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5934,english,black people,4,9,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5935,english,christians,3,3,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5936,english,black people,4,5,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5937,english,asian people,3,7,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5938,english,women,-1,7,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5939,english,lgbtq+ people,1,1,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5940,english,muslims,-1,2,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5941,english,white people,-1,6,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5942,english,white people,1,1,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5943,english,women,-1,8,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5944,english,black people,1,9,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5945,english,white people,-1,7,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5946,english,black people,0,5,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5947,english,women,3,0,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5948,english,jews,0,1,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5949,english,muslims,4,1,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5950,english,jews,-1,0,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5951,english,christians,-1,4,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5952,english,white people,-1,4,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5953,english,black people,-1,7,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5954,english,christians,4,2,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5955,english,men,-1,9,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5956,english,jews,-1,0,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5957,english,white people,2,5,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5958,english,lgbtq+ people,1,8,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5959,english,jews,-1,4,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5960,english,muslims,-1,8,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5961,english,white people,2,2,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5962,english,muslims,0,4,long,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5963,english,men,-1,7,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5964,english,black people,-1,7,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5965,english,christians,0,0,long,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5966,english,lgbtq+ people,3,5,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5967,english,christians,-1,2,short,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5968,english,men,-1,5,short,0,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5969,english,black people,-1,3,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5970,english,lgbtq+ people,-1,3,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5971,english,black people,0,6,long,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5972,english,christians,1,9,long,4,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5973,english,white people,-1,9,short,1,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5974,english,lgbtq+ people,3,4,long,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5975,english,black people,2,3,short,3,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5976,english,latinx people,0,9,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
5977,english,men,-1,7,short,2,Qwen3-14B,Qwen/Qwen3-14B,libertarian_right,bf16
