language,target,context_id,instr_idx,persona_class,persona_idx,model,ideology,config_id
english,white people,1,4,long,2,Qwen/Qwen3-32B,authoritarian_right,8263
english,christians,0,6,short,2,Qwen/Qwen3-32B,authoritarian_right,8264
english,muslims,,6,long,0,Qwen/Qwen3-32B,authoritarian_right,8265
english,asian people,3,7,short,4,Qwen/Qwen3-32B,authoritarian_right,8266
english,black people,,0,long,2,Qwen/Qwen3-32B,authoritarian_right,8267
english,white people,,0,long,0,Qwen/Qwen3-32B,authoritarian_right,8268
english,lgbtq+ people,1,1,short,1,Qwen/Qwen3-32B,authoritarian_right,8269
english,black people,4,5,short,4,Qwen/Qwen3-32B,authoritarian_right,8270
english,christians,4,1,long,1,Qwen/Qwen3-32B,authoritarian_right,8271
english,christians,,3,long,3,Qwen/Qwen3-32B,authoritarian_right,8272
english,muslims,0,6,long,4,Qwen/Qwen3-32B,authoritarian_right,8273
english,muslims,,3,short,2,Qwen/Qwen3-32B,authoritarian_right,8274
english,asian people,,6,short,1,Qwen/Qwen3-32B,authoritarian_right,8275
english,christians,,4,long,2,Qwen/Qwen3-32B,authoritarian_right,8276
english,christians,1,6,short,1,Qwen/Qwen3-32B,authoritarian_right,8277
english,asian people,0,0,long,0,Qwen/Qwen3-32B,authoritarian_right,8278
english,men,,7,short,0,Qwen/Qwen3-32B,authoritarian_right,8279
english,jews,3,3,long,2,Qwen/Qwen3-32B,authoritarian_right,8280
english,asian people,,2,short,2,Qwen/Qwen3-32B,authoritarian_right,8281
english,latinx people,2,0,short,0,Qwen/Qwen3-32B,authoritarian_right,8282
english,jews,,9,short,2,Qwen/Qwen3-32B,authoritarian_right,8283
english,christians,0,6,short,1,Qwen/Qwen3-32B,authoritarian_right,8284
english,women,,2,long,3,Qwen/Qwen3-32B,authoritarian_right,8285
english,jews,,2,long,3,Qwen/Qwen3-32B,authoritarian_right,8286
english,lgbtq+ people,,7,short,0,Qwen/Qwen3-32B,authoritarian_right,8287
english,lgbtq+ people,,0,short,0,Qwen/Qwen3-32B,authoritarian_right,8288
english,women,3,5,short,4,Qwen/Qwen3-32B,authoritarian_right,8289
english,women,4,1,short,1,Qwen/Qwen3-32B,authoritarian_right,8290
english,white people,2,9,long,3,Qwen/Qwen3-32B,authoritarian_right,8291
english,muslims,1,2,long,2,Qwen/Qwen3-32B,authoritarian_right,8292
english,lgbtq+ people,,5,short,2,Qwen/Qwen3-32B,authoritarian_right,8293
english,asian people,,0,long,3,Qwen/Qwen3-32B,authoritarian_right,8294
english,jews,,3,short,1,Qwen/Qwen3-32B,authoritarian_right,8295
english,jews,3,8,short,1,Qwen/Qwen3-32B,authoritarian_right,8296
english,men,,4,short,4,Qwen/Qwen3-32B,authoritarian_right,8297
english,muslims,0,8,long,3,Qwen/Qwen3-32B,authoritarian_right,8298
english,jews,2,2,long,3,Qwen/Qwen3-32B,authoritarian_right,8299
english,muslims,2,5,short,0,Qwen/Qwen3-32B,authoritarian_right,8300
english,jews,3,9,short,4,Qwen/Qwen3-32B,authoritarian_right,8301
english,women,1,2,short,3,Qwen/Qwen3-32B,authoritarian_right,8302
english,latinx people,,0,short,1,Qwen/Qwen3-32B,authoritarian_right,8303
english,latinx people,,9,short,1,Qwen/Qwen3-32B,authoritarian_right,8304
english,asian people,0,0,short,1,Qwen/Qwen3-32B,authoritarian_right,8305
english,men,0,1,short,3,Qwen/Qwen3-32B,authoritarian_right,8306
english,jews,,8,long,3,Qwen/Qwen3-32B,authoritarian_right,8307
english,white people,,2,long,1,Qwen/Qwen3-32B,authoritarian_right,8308
english,lgbtq+ people,,2,short,1,Qwen/Qwen3-32B,authoritarian_right,8309
english,christians,,8,long,3,Qwen/Qwen3-32B,authoritarian_right,8310
english,latinx people,2,1,long,1,Qwen/Qwen3-32B,authoritarian_right,8311
english,muslims,,0,long,4,Qwen/Qwen3-32B,authoritarian_right,8312
english,women,,6,short,2,Qwen/Qwen3-32B,authoritarian_right,8313
english,women,0,1,long,0,Qwen/Qwen3-32B,authoritarian_right,8314
english,men,,5,short,3,Qwen/Qwen3-32B,authoritarian_right,8315
english,muslims,4,5,short,3,Qwen/Qwen3-32B,authoritarian_right,8316
english,men,1,4,short,1,Qwen/Qwen3-32B,authoritarian_right,8317
english,white people,4,4,long,3,Qwen/Qwen3-32B,authoritarian_right,8318
english,christians,,0,short,0,Qwen/Qwen3-32B,authoritarian_right,8319
english,black people,,4,short,2,Qwen/Qwen3-32B,authoritarian_right,8320
english,black people,,2,long,1,Qwen/Qwen3-32B,authoritarian_right,8321
english,white people,2,2,short,0,Qwen/Qwen3-32B,authoritarian_right,8322
english,women,4,4,long,4,Qwen/Qwen3-32B,authoritarian_right,8323
english,asian people,2,0,short,2,Qwen/Qwen3-32B,authoritarian_right,8324
english,jews,,1,long,4,Qwen/Qwen3-32B,authoritarian_right,8325
english,white people,1,7,short,4,Qwen/Qwen3-32B,authoritarian_right,8326
english,women,4,1,long,0,Qwen/Qwen3-32B,authoritarian_right,8327
english,lgbtq+ people,,8,short,1,Qwen/Qwen3-32B,authoritarian_right,8328
english,jews,2,7,short,2,Qwen/Qwen3-32B,authoritarian_right,8329
english,asian people,1,4,long,3,Qwen/Qwen3-32B,authoritarian_right,8330
english,jews,3,3,short,4,Qwen/Qwen3-32B,authoritarian_right,8331
english,christians,0,5,long,3,Qwen/Qwen3-32B,authoritarian_right,8332
english,latinx people,,8,long,4,Qwen/Qwen3-32B,authoritarian_right,8333
english,black people,4,9,long,3,Qwen/Qwen3-32B,authoritarian_right,8334
english,christians,3,3,long,2,Qwen/Qwen3-32B,authoritarian_right,8335
english,black people,4,5,long,2,Qwen/Qwen3-32B,authoritarian_right,8336
english,asian people,3,7,short,1,Qwen/Qwen3-32B,authoritarian_right,8337
english,women,,7,short,2,Qwen/Qwen3-32B,authoritarian_right,8338
english,lgbtq+ people,1,1,short,0,Qwen/Qwen3-32B,authoritarian_right,8339
english,muslims,,2,long,4,Qwen/Qwen3-32B,authoritarian_right,8340
english,white people,,6,short,1,Qwen/Qwen3-32B,authoritarian_right,8341
english,white people,1,1,long,4,Qwen/Qwen3-32B,authoritarian_right,8342
english,women,,8,long,0,Qwen/Qwen3-32B,authoritarian_right,8343
english,black people,1,9,long,0,Qwen/Qwen3-32B,authoritarian_right,8344
english,white people,,7,long,2,Qwen/Qwen3-32B,authoritarian_right,8345
english,black people,0,5,short,1,Qwen/Qwen3-32B,authoritarian_right,8346
english,women,3,0,long,2,Qwen/Qwen3-32B,authoritarian_right,8347
english,jews,0,1,long,1,Qwen/Qwen3-32B,authoritarian_right,8348
english,muslims,4,1,long,1,Qwen/Qwen3-32B,authoritarian_right,8349
english,jews,,0,short,2,Qwen/Qwen3-32B,authoritarian_right,8350
english,christians,,4,short,0,Qwen/Qwen3-32B,authoritarian_right,8351
english,white people,,4,long,0,Qwen/Qwen3-32B,authoritarian_right,8352
english,black people,,7,short,2,Qwen/Qwen3-32B,authoritarian_right,8353
english,christians,4,2,long,1,Qwen/Qwen3-32B,authoritarian_right,8354
english,men,,9,short,4,Qwen/Qwen3-32B,authoritarian_right,8355
english,jews,,0,short,0,Qwen/Qwen3-32B,authoritarian_right,8356
english,white people,2,5,long,0,Qwen/Qwen3-32B,authoritarian_right,8357
english,lgbtq+ people,1,8,long,1,Qwen/Qwen3-32B,authoritarian_right,8358
english,jews,,4,short,0,Qwen/Qwen3-32B,authoritarian_right,8359
english,muslims,,8,long,0,Qwen/Qwen3-32B,authoritarian_right,8360
english,white people,2,2,long,4,Qwen/Qwen3-32B,authoritarian_right,8361
english,muslims,0,4,long,0,Qwen/Qwen3-32B,authoritarian_right,8362
english,men,,7,short,0,Qwen/Qwen3-32B,authoritarian_right,8363
english,black people,,7,short,4,Qwen/Qwen3-32B,authoritarian_right,8364
english,christians,0,0,long,3,Qwen/Qwen3-32B,authoritarian_right,8365
english,lgbtq+ people,3,5,short,4,Qwen/Qwen3-32B,authoritarian_right,8366
english,christians,,2,short,4,Qwen/Qwen3-32B,authoritarian_right,8367
english,men,,5,short,0,Qwen/Qwen3-32B,authoritarian_right,8368
english,black people,,3,long,2,Qwen/Qwen3-32B,authoritarian_right,8369
english,lgbtq+ people,,3,short,2,Qwen/Qwen3-32B,authoritarian_right,8370
english,black people,0,6,long,1,Qwen/Qwen3-32B,authoritarian_right,8371
english,christians,1,9,long,4,Qwen/Qwen3-32B,authoritarian_right,8372
english,white people,,9,short,1,Qwen/Qwen3-32B,authoritarian_right,8373
english,lgbtq+ people,3,4,long,2,Qwen/Qwen3-32B,authoritarian_right,8374
english,black people,2,3,short,3,Qwen/Qwen3-32B,authoritarian_right,8375
english,latinx people,0,9,short,2,Qwen/Qwen3-32B,authoritarian_right,8376
english,men,,7,short,2,Qwen/Qwen3-32B,authoritarian_right,8377
english,muslims,1,1,short,0,Qwen/Qwen3-32B,authoritarian_right,8378
english,christians,2,8,long,3,Qwen/Qwen3-32B,authoritarian_right,8379
english,christians,0,5,short,3,Qwen/Qwen3-32B,authoritarian_right,8380
english,latinx people,,6,long,4,Qwen/Qwen3-32B,authoritarian_right,8381
english,lgbtq+ people,,4,long,0,Qwen/Qwen3-32B,authoritarian_right,8382
english,muslims,,7,long,3,Qwen/Qwen3-32B,authoritarian_right,8383
english,men,,5,short,4,Qwen/Qwen3-32B,authoritarian_right,8384
english,jews,1,7,long,0,Qwen/Qwen3-32B,authoritarian_right,8385
english,christians,2,8,long,4,Qwen/Qwen3-32B,authoritarian_right,8386
english,lgbtq+ people,,5,short,4,Qwen/Qwen3-32B,authoritarian_right,8387
english,men,,0,short,1,Qwen/Qwen3-32B,authoritarian_right,8388
english,latinx people,,1,short,0,Qwen/Qwen3-32B,authoritarian_right,8389
english,latinx people,,9,long,2,Qwen/Qwen3-32B,authoritarian_right,8390
english,black people,4,9,long,4,Qwen/Qwen3-32B,authoritarian_right,8391
english,women,2,6,short,4,Qwen/Qwen3-32B,authoritarian_right,8392
english,latinx people,,6,short,0,Qwen/Qwen3-32B,authoritarian_right,8393
english,asian people,1,9,short,1,Qwen/Qwen3-32B,authoritarian_right,8394
english,lgbtq+ people,1,0,short,1,Qwen/Qwen3-32B,authoritarian_right,8395
english,lgbtq+ people,2,6,long,3,Qwen/Qwen3-32B,authoritarian_right,8396
english,latinx people,2,3,long,1,Qwen/Qwen3-32B,authoritarian_right,8397
english,muslims,,0,long,1,Qwen/Qwen3-32B,authoritarian_right,8398
english,black people,2,4,short,0,Qwen/Qwen3-32B,authoritarian_right,8399
english,asian people,4,8,short,4,Qwen/Qwen3-32B,libertarian_left,8400
english,women,,1,long,3,Qwen/Qwen3-32B,libertarian_left,8401
english,women,2,8,long,2,Qwen/Qwen3-32B,libertarian_left,8402
english,asian people,,7,long,2,Qwen/Qwen3-32B,libertarian_left,8403
english,women,2,6,short,0,Qwen/Qwen3-32B,libertarian_left,8404
english,christians,,8,long,3,Qwen/Qwen3-32B,libertarian_left,8405
english,men,4,5,long,0,Qwen/Qwen3-32B,libertarian_left,8406
english,christians,,6,short,4,Qwen/Qwen3-32B,libertarian_left,8407
english,jews,1,2,short,0,Qwen/Qwen3-32B,libertarian_left,8408
english,women,,1,short,0,Qwen/Qwen3-32B,libertarian_left,8409
english,christians,0,0,short,1,Qwen/Qwen3-32B,libertarian_left,8410
english,jews,,4,short,4,Qwen/Qwen3-32B,libertarian_left,8411
english,lgbtq+ people,4,6,long,3,Qwen/Qwen3-32B,libertarian_left,8412
english,lgbtq+ people,0,1,short,4,Qwen/Qwen3-32B,libertarian_left,8413
english,latinx people,,1,short,3,Qwen/Qwen3-32B,libertarian_left,8414
english,latinx people,1,8,long,0,Qwen/Qwen3-32B,libertarian_left,8415
english,asian people,,2,short,0,Qwen/Qwen3-32B,libertarian_left,8416
english,christians,,4,short,2,Qwen/Qwen3-32B,libertarian_left,8417
english,white people,3,5,long,4,Qwen/Qwen3-32B,libertarian_left,8418
english,lgbtq+ people,,4,long,0,Qwen/Qwen3-32B,libertarian_left,8419
english,asian people,,3,short,1,Qwen/Qwen3-32B,libertarian_left,8420
english,white people,,8,long,4,Qwen/Qwen3-32B,libertarian_left,8421
english,asian people,4,3,long,1,Qwen/Qwen3-32B,libertarian_left,8422
english,white people,,0,short,0,Qwen/Qwen3-32B,libertarian_left,8423
english,white people,1,7,short,4,Qwen/Qwen3-32B,libertarian_left,8424
english,men,,5,long,1,Qwen/Qwen3-32B,libertarian_left,8425
english,latinx people,,4,long,2,Qwen/Qwen3-32B,libertarian_left,8426
english,white people,,1,short,2,Qwen/Qwen3-32B,libertarian_left,8427
english,christians,1,7,short,4,Qwen/Qwen3-32B,libertarian_left,8428
english,lgbtq+ people,4,3,long,3,Qwen/Qwen3-32B,libertarian_left,8429
english,christians,,4,short,2,Qwen/Qwen3-32B,libertarian_left,8430
english,lgbtq+ people,,5,short,0,Qwen/Qwen3-32B,libertarian_left,8431
english,asian people,2,9,short,4,Qwen/Qwen3-32B,libertarian_left,8432
english,black people,,1,short,0,Qwen/Qwen3-32B,libertarian_left,8433
english,white people,,5,short,3,Qwen/Qwen3-32B,libertarian_left,8434
english,lgbtq+ people,3,8,long,1,Qwen/Qwen3-32B,libertarian_left,8435
english,black people,2,6,long,1,Qwen/Qwen3-32B,libertarian_left,8436
english,latinx people,0,2,long,3,Qwen/Qwen3-32B,libertarian_left,8437
english,latinx people,4,9,short,4,Qwen/Qwen3-32B,libertarian_left,8438
english,lgbtq+ people,3,1,short,4,Qwen/Qwen3-32B,libertarian_left,8439
english,men,4,2,long,1,Qwen/Qwen3-32B,libertarian_left,8440
english,muslims,,2,long,0,Qwen/Qwen3-32B,libertarian_left,8441
english,women,3,2,long,2,Qwen/Qwen3-32B,libertarian_left,8442
english,latinx people,,3,short,1,Qwen/Qwen3-32B,libertarian_left,8443
english,asian people,,3,long,2,Qwen/Qwen3-32B,libertarian_left,8444
english,black people,,6,long,1,Qwen/Qwen3-32B,libertarian_left,8445
english,lgbtq+ people,0,8,short,4,Qwen/Qwen3-32B,libertarian_left,8446
english,asian people,,3,long,1,Qwen/Qwen3-32B,libertarian_left,8447
english,latinx people,3,0,long,4,Qwen/Qwen3-32B,libertarian_left,8448
english,women,,3,short,4,Qwen/Qwen3-32B,libertarian_left,8449
english,asian people,1,3,short,3,Qwen/Qwen3-32B,libertarian_left,8450
english,latinx people,,3,long,1,Qwen/Qwen3-32B,libertarian_left,8451
english,white people,,7,short,4,Qwen/Qwen3-32B,libertarian_left,8452
english,women,0,7,long,2,Qwen/Qwen3-32B,libertarian_left,8453
english,men,,6,short,3,Qwen/Qwen3-32B,libertarian_left,8454
english,lgbtq+ people,,4,long,0,Qwen/Qwen3-32B,libertarian_left,8455
english,women,0,4,long,1,Qwen/Qwen3-32B,libertarian_left,8456
english,muslims,,1,long,3,Qwen/Qwen3-32B,libertarian_left,8457
english,jews,,0,short,1,Qwen/Qwen3-32B,libertarian_left,8458
english,women,3,7,short,1,Qwen/Qwen3-32B,libertarian_left,8459
english,men,,9,short,2,Qwen/Qwen3-32B,libertarian_left,8460
english,latinx people,3,1,long,2,Qwen/Qwen3-32B,libertarian_left,8461
english,asian people,3,2,short,2,Qwen/Qwen3-32B,libertarian_left,8462
english,women,,0,long,2,Qwen/Qwen3-32B,libertarian_left,8463
english,men,,5,long,1,Qwen/Qwen3-32B,libertarian_left,8464
english,black people,1,2,short,3,Qwen/Qwen3-32B,libertarian_left,8465
english,asian people,,0,short,0,Qwen/Qwen3-32B,libertarian_left,8466
english,men,1,9,short,2,Qwen/Qwen3-32B,libertarian_left,8467
english,lgbtq+ people,2,1,long,3,Qwen/Qwen3-32B,libertarian_left,8468
english,muslims,,0,short,3,Qwen/Qwen3-32B,libertarian_left,8469
english,muslims,1,5,short,2,Qwen/Qwen3-32B,libertarian_left,8470
english,black people,,7,long,3,Qwen/Qwen3-32B,libertarian_left,8471
english,christians,0,7,long,4,Qwen/Qwen3-32B,libertarian_left,8472
english,muslims,1,1,short,2,Qwen/Qwen3-32B,libertarian_left,8473
english,women,,6,short,0,Qwen/Qwen3-32B,libertarian_left,8474
english,christians,,1,long,3,Qwen/Qwen3-32B,libertarian_left,8475
english,lgbtq+ people,2,5,short,3,Qwen/Qwen3-32B,libertarian_left,8476
english,christians,,3,short,2,Qwen/Qwen3-32B,libertarian_left,8477
english,muslims,2,6,long,0,Qwen/Qwen3-32B,libertarian_left,8478
english,jews,,3,long,0,Qwen/Qwen3-32B,libertarian_left,8479
english,latinx people,,2,long,3,Qwen/Qwen3-32B,libertarian_left,8480
english,women,3,0,short,2,Qwen/Qwen3-32B,libertarian_left,8481
english,men,4,8,short,1,Qwen/Qwen3-32B,libertarian_left,8482
english,christians,,3,short,3,Qwen/Qwen3-32B,libertarian_left,8483
english,muslims,,5,long,2,Qwen/Qwen3-32B,libertarian_left,8484
english,christians,,4,long,0,Qwen/Qwen3-32B,libertarian_left,8485
english,lgbtq+ people,,9,long,4,Qwen/Qwen3-32B,libertarian_left,8486
english,jews,,6,long,3,Qwen/Qwen3-32B,libertarian_left,8487
english,white people,,8,long,4,Qwen/Qwen3-32B,libertarian_left,8488
english,white people,2,7,short,0,Qwen/Qwen3-32B,libertarian_left,8489
english,jews,,4,short,4,Qwen/Qwen3-32B,libertarian_left,8490
english,muslims,4,4,long,3,Qwen/Qwen3-32B,libertarian_left,8491
english,jews,,5,long,1,Qwen/Qwen3-32B,libertarian_left,8492
english,jews,1,0,long,2,Qwen/Qwen3-32B,libertarian_left,8493
english,black people,,3,short,2,Qwen/Qwen3-32B,libertarian_left,8494
english,men,3,0,short,4,Qwen/Qwen3-32B,libertarian_left,8495
english,men,,5,long,1,Qwen/Qwen3-32B,libertarian_left,8496
english,asian people,,9,short,2,Qwen/Qwen3-32B,libertarian_left,8497
english,muslims,0,8,long,0,Qwen/Qwen3-32B,libertarian_left,8498
english,jews,,9,short,4,Qwen/Qwen3-32B,libertarian_left,8499
english,latinx people,0,6,long,3,Qwen/Qwen3-32B,libertarian_left,8500
english,black people,,6,long,3,Qwen/Qwen3-32B,libertarian_left,8501
english,black people,,3,short,0,Qwen/Qwen3-32B,libertarian_left,8502
english,women,3,0,short,3,Qwen/Qwen3-32B,libertarian_left,8503
english,white people,3,2,short,3,Qwen/Qwen3-32B,libertarian_left,8504
english,men,,6,long,1,Qwen/Qwen3-32B,libertarian_left,8505
english,men,4,9,long,2,Qwen/Qwen3-32B,libertarian_left,8506
english,men,,4,long,1,Qwen/Qwen3-32B,libertarian_left,8507
english,asian people,,9,long,3,Qwen/Qwen3-32B,libertarian_left,8508
english,white people,1,8,long,0,Qwen/Qwen3-32B,libertarian_left,8509
english,black people,2,3,long,2,Qwen/Qwen3-32B,libertarian_left,8510
english,white people,,1,short,2,Qwen/Qwen3-32B,libertarian_left,8511
english,muslims,,9,long,1,Qwen/Qwen3-32B,libertarian_left,8512
english,christians,0,1,long,0,Qwen/Qwen3-32B,libertarian_left,8513
english,black people,4,8,short,4,Qwen/Qwen3-32B,libertarian_left,8514
english,white people,,1,long,0,Qwen/Qwen3-32B,libertarian_left,8515
english,asian people,4,4,long,0,Qwen/Qwen3-32B,libertarian_left,8516
english,muslims,3,3,long,4,Qwen/Qwen3-32B,libertarian_left,8517
english,jews,,7,long,1,Qwen/Qwen3-32B,libertarian_left,8518
english,latinx people,0,3,short,3,Qwen/Qwen3-32B,libertarian_left,8519
english,asian people,,7,short,2,Qwen/Qwen3-32B,libertarian_left,8520
english,jews,2,9,short,2,Qwen/Qwen3-32B,libertarian_left,8521
english,asian people,,2,short,3,Qwen/Qwen3-32B,libertarian_left,8522
english,jews,,0,long,2,Qwen/Qwen3-32B,libertarian_left,8523
english,lgbtq+ people,3,2,short,4,Qwen/Qwen3-32B,libertarian_left,8524
english,women,,8,short,4,Qwen/Qwen3-32B,libertarian_left,8525
english,latinx people,,4,long,4,Qwen/Qwen3-32B,libertarian_left,8526
english,asian people,,9,long,3,Qwen/Qwen3-32B,libertarian_left,8527
english,black people,0,7,short,0,Qwen/Qwen3-32B,libertarian_left,8528
english,latinx people,,2,short,4,Qwen/Qwen3-32B,libertarian_left,8529
english,jews,3,9,short,1,Qwen/Qwen3-32B,libertarian_left,8530
english,women,,4,long,2,Qwen/Qwen3-32B,libertarian_left,8531
english,men,0,6,long,4,Qwen/Qwen3-32B,libertarian_left,8532
english,muslims,,8,short,3,Qwen/Qwen3-32B,libertarian_left,8533
english,white people,,9,short,1,Qwen/Qwen3-32B,libertarian_left,8534
english,lgbtq+ people,2,5,long,0,Qwen/Qwen3-32B,libertarian_left,8535
english,asian people,,7,short,1,Qwen/Qwen3-32B,libertarian_left,8536
english,muslims,1,8,long,1,Qwen/Qwen3-32B,libertarian_left,8537
english,muslims,4,6,long,3,Qwen/Qwen3-32B,libertarian_left,8538
english,men,1,7,long,0,Qwen/Qwen3-32B,libertarian_left,8539
english,women,,2,long,2,Qwen/Qwen3-32B,libertarian_left,8540
english,black people,4,3,long,3,Qwen/Qwen3-32B,libertarian_left,8541
english,men,4,9,long,4,Qwen/Qwen3-32B,libertarian_left,8542
english,men,3,7,long,0,Qwen/Qwen3-32B,libertarian_left,8543
english,latinx people,4,6,short,0,Qwen/Qwen3-32B,libertarian_left,8544
english,muslims,4,9,short,1,Qwen/Qwen3-32B,libertarian_left,8545
english,latinx people,,6,short,2,Qwen/Qwen3-32B,libertarian_left,8546
english,lgbtq+ people,3,8,short,4,Qwen/Qwen3-32B,libertarian_left,8547
english,latinx people,,5,long,3,Qwen/Qwen3-32B,libertarian_left,8548
english,asian people,,2,long,3,Qwen/Qwen3-32B,libertarian_left,8549
english,women,4,5,long,2,Qwen/Qwen3-32B,libertarian_left,8550
english,men,,6,short,3,Qwen/Qwen3-32B,libertarian_left,8551
english,men,3,7,long,0,Qwen/Qwen3-32B,libertarian_left,8552
english,black people,,5,short,3,Qwen/Qwen3-32B,libertarian_left,8553
english,latinx people,,3,long,4,Qwen/Qwen3-32B,libertarian_left,8554
english,black people,2,8,short,4,Qwen/Qwen3-32B,libertarian_left,8555
english,jews,2,9,long,4,Qwen/Qwen3-32B,libertarian_left,8556
english,asian people,0,2,long,4,Qwen/Qwen3-32B,libertarian_left,8557
english,white people,,4,short,1,Qwen/Qwen3-32B,libertarian_left,8558
english,latinx people,3,8,short,1,Qwen/Qwen3-32B,libertarian_left,8559
english,white people,,3,long,3,Qwen/Qwen3-32B,libertarian_left,8560
english,black people,,8,long,2,Qwen/Qwen3-32B,libertarian_left,8561
english,women,,1,short,3,Qwen/Qwen3-32B,libertarian_left,8562
english,white people,1,4,long,2,Qwen/Qwen3-32B,libertarian_left,8563
english,christians,0,6,short,2,Qwen/Qwen3-32B,libertarian_left,8564
english,muslims,,6,long,0,Qwen/Qwen3-32B,libertarian_left,8565
english,asian people,3,7,short,4,Qwen/Qwen3-32B,libertarian_left,8566
english,black people,,0,long,2,Qwen/Qwen3-32B,libertarian_left,8567
english,white people,,0,long,0,Qwen/Qwen3-32B,libertarian_left,8568
english,lgbtq+ people,1,1,short,1,Qwen/Qwen3-32B,libertarian_left,8569
english,black people,4,5,short,4,Qwen/Qwen3-32B,libertarian_left,8570
english,christians,4,1,long,1,Qwen/Qwen3-32B,libertarian_left,8571
english,christians,,3,long,3,Qwen/Qwen3-32B,libertarian_left,8572
english,muslims,0,6,long,4,Qwen/Qwen3-32B,libertarian_left,8573
english,muslims,,3,short,2,Qwen/Qwen3-32B,libertarian_left,8574
english,asian people,,6,short,1,Qwen/Qwen3-32B,libertarian_left,8575
english,christians,,4,long,2,Qwen/Qwen3-32B,libertarian_left,8576
english,christians,1,6,short,1,Qwen/Qwen3-32B,libertarian_left,8577
english,asian people,0,0,long,0,Qwen/Qwen3-32B,libertarian_left,8578
english,men,,7,short,0,Qwen/Qwen3-32B,libertarian_left,8579
english,jews,3,3,long,2,Qwen/Qwen3-32B,libertarian_left,8580
english,asian people,,2,short,2,Qwen/Qwen3-32B,libertarian_left,8581
english,latinx people,2,0,short,0,Qwen/Qwen3-32B,libertarian_left,8582
english,jews,,9,short,2,Qwen/Qwen3-32B,libertarian_left,8583
english,christians,0,6,short,1,Qwen/Qwen3-32B,libertarian_left,8584
english,women,,2,long,3,Qwen/Qwen3-32B,libertarian_left,8585
english,jews,,2,long,3,Qwen/Qwen3-32B,libertarian_left,8586
english,lgbtq+ people,,7,short,0,Qwen/Qwen3-32B,libertarian_left,8587
english,lgbtq+ people,,0,short,0,Qwen/Qwen3-32B,libertarian_left,8588
english,women,3,5,short,4,Qwen/Qwen3-32B,libertarian_left,8589
english,women,4,1,short,1,Qwen/Qwen3-32B,libertarian_left,8590
english,white people,2,9,long,3,Qwen/Qwen3-32B,libertarian_left,8591
english,muslims,1,2,long,2,Qwen/Qwen3-32B,libertarian_left,8592
english,lgbtq+ people,,5,short,2,Qwen/Qwen3-32B,libertarian_left,8593
english,asian people,,0,long,3,Qwen/Qwen3-32B,libertarian_left,8594
english,jews,,3,short,1,Qwen/Qwen3-32B,libertarian_left,8595
english,jews,3,8,short,1,Qwen/Qwen3-32B,libertarian_left,8596
english,men,,4,short,4,Qwen/Qwen3-32B,libertarian_left,8597
english,muslims,0,8,long,3,Qwen/Qwen3-32B,libertarian_left,8598
english,jews,2,2,long,3,Qwen/Qwen3-32B,libertarian_left,8599
english,muslims,2,5,short,0,Qwen/Qwen3-32B,libertarian_left,8600
english,jews,3,9,short,4,Qwen/Qwen3-32B,libertarian_left,8601
english,women,1,2,short,3,Qwen/Qwen3-32B,libertarian_left,8602
english,latinx people,,0,short,1,Qwen/Qwen3-32B,libertarian_left,8603
english,latinx people,,9,short,1,Qwen/Qwen3-32B,libertarian_left,8604
english,asian people,0,0,short,1,Qwen/Qwen3-32B,libertarian_left,8605
english,men,0,1,short,3,Qwen/Qwen3-32B,libertarian_left,8606
english,jews,,8,long,3,Qwen/Qwen3-32B,libertarian_left,8607
english,white people,,2,long,1,Qwen/Qwen3-32B,libertarian_left,8608
english,lgbtq+ people,,2,short,1,Qwen/Qwen3-32B,libertarian_left,8609
english,christians,,8,long,3,Qwen/Qwen3-32B,libertarian_left,8610
english,latinx people,2,1,long,1,Qwen/Qwen3-32B,libertarian_left,8611
english,muslims,,0,long,4,Qwen/Qwen3-32B,libertarian_left,8612
english,women,,6,short,2,Qwen/Qwen3-32B,libertarian_left,8613
english,women,0,1,long,0,Qwen/Qwen3-32B,libertarian_left,8614
english,men,,5,short,3,Qwen/Qwen3-32B,libertarian_left,8615
english,muslims,4,5,short,3,Qwen/Qwen3-32B,libertarian_left,8616
english,men,1,4,short,1,Qwen/Qwen3-32B,libertarian_left,8617
english,white people,4,4,long,3,Qwen/Qwen3-32B,libertarian_left,8618
english,christians,,0,short,0,Qwen/Qwen3-32B,libertarian_left,8619
english,black people,,4,short,2,Qwen/Qwen3-32B,libertarian_left,8620
english,black people,,2,long,1,Qwen/Qwen3-32B,libertarian_left,8621
english,white people,2,2,short,0,Qwen/Qwen3-32B,libertarian_left,8622
english,women,4,4,long,4,Qwen/Qwen3-32B,libertarian_left,8623
english,asian people,2,0,short,2,Qwen/Qwen3-32B,libertarian_left,8624
english,jews,,1,long,4,Qwen/Qwen3-32B,libertarian_left,8625
english,white people,1,7,short,4,Qwen/Qwen3-32B,libertarian_left,8626
english,women,4,1,long,0,Qwen/Qwen3-32B,libertarian_left,8627
english,lgbtq+ people,,8,short,1,Qwen/Qwen3-32B,libertarian_left,8628
english,jews,2,7,short,2,Qwen/Qwen3-32B,libertarian_left,8629
english,asian people,1,4,long,3,Qwen/Qwen3-32B,libertarian_left,8630
english,jews,3,3,short,4,Qwen/Qwen3-32B,libertarian_left,8631
english,christians,0,5,long,3,Qwen/Qwen3-32B,libertarian_left,8632
