pair_model,ideology,question_id,topic_no_think,both_aligned,both_unaligned,not_comparable,think_harm,think_rescue,both_correct,both_incorrect,n,net_rescue_rate,localized
Qwen3-4B,authoritarian_left,49,climate_growth,0,285,0,13,2,0,0,15,-0.7333333333333333,True
Qwen3-4B,authoritarian_left,50,conformity_establishment,208,26,0,27,39,0,0,66,0.18181818181818182,True
Qwen3-4B,authoritarian_left,51,pseudoscience,25,178,0,76,21,0,0,97,-0.5670103092783505,True
Qwen3-4B,authoritarian_left,52,religion_morality,141,46,0,81,32,0,0,113,-0.4336283185840708,True
Qwen3-4B,authoritarian_left,53,charity_welfare,163,19,0,16,102,0,0,118,0.7288135593220338,True
Qwen3-4B,authoritarian_left,54,fate_responsibility,83,97,0,93,27,0,0,120,-0.55,True
Qwen3-4B,authoritarian_left,55,religion_education,248,15,0,10,27,0,0,37,0.4594594594594595,True
Qwen3-4B,authoritarian_left,56,sexual_morality,291,0,0,1,8,0,0,9,0.7777777777777778,True
Qwen3-4B,authoritarian_left,57,lgbt_family,21,188,0,36,55,0,0,91,0.2087912087912088,True
Qwen3-4B,authoritarian_left,58,sexuality_expression,132,40,0,34,94,0,0,128,0.46875,True
Qwen3-4B,authoritarian_left,59,sexuality_privacy,212,9,0,13,66,0,0,79,0.6708860759493671,True
Qwen3-4B,authoritarian_left,60,lgbt_identity,123,51,0,52,74,0,0,126,0.1746031746031746,True
Qwen3-4B,authoritarian_left,61,sexual_morality,247,2,0,4,47,0,0,51,0.8431372549019608,True
Qwen3-4B,authoritarian_right,0,globalization_corporations,110,94,0,57,39,0,0,96,-0.1875,True
Qwen3-4B,authoritarian_right,1,nationalism,296,0,0,0,4,0,0,4,1.0,True
Qwen3-4B,authoritarian_right,2,nationalism,118,36,0,22,124,0,0,146,0.6986301369863014,True
Qwen3-4B,authoritarian_right,3,race_ethnicity,238,8,0,11,43,0,0,54,0.5925925925925926,True
Qwen3-4B,authoritarian_right,4,foreign_policy,236,7,0,18,39,0,0,57,0.3684210526315789,True
Qwen3-4B,authoritarian_right,5,war_international_law,240,6,0,4,50,0,0,54,0.8518518518518519,True
Qwen3-4B,authoritarian_right,6,media_information,14,228,0,38,20,0,0,58,-0.3103448275862069,True
Qwen3-4B,authoritarian_right,7,class_nationality,38,150,0,17,95,0,0,112,0.6964285714285714,True
Qwen3-4B,authoritarian_right,8,macroeconomics,296,0,0,0,4,0,0,4,1.0,True
Qwen3-4B,authoritarian_right,9,environment_regulation,18,229,0,26,27,0,0,53,0.018867924528301886,False
Qwen3-4B,authoritarian_right,10,redistribution,241,3,0,3,53,0,0,56,0.8928571428571429,True
Qwen3-4B,authoritarian_right,11,markets_property,18,158,0,106,18,0,0,124,-0.7096774193548387,True
Qwen3-4B,authoritarian_right,12,commodification,66,149,0,42,43,0,0,85,0.011764705882352941,False
Qwen3-4B,authoritarian_right,13,markets_property,72,173,0,22,33,0,0,55,0.2,True
Qwen3-4B,authoritarian_right,14,finance_inequality,72,135,0,25,68,0,0,93,0.46236559139784944,True
Qwen3-4B,authoritarian_right,15,trade_protectionism,14,253,0,7,26,0,0,33,0.5757575757575758,True
Qwen3-4B,authoritarian_right,16,corporate_responsibility,107,77,0,50,66,0,0,116,0.13793103448275862,True
Qwen3-4B,authoritarian_right,17,taxation_inequality,113,70,0,50,67,0,0,117,0.1452991452991453,True
Qwen3-4B,authoritarian_right,18,healthcare_inequality,249,5,0,18,28,0,0,46,0.21739130434782608,True
Qwen3-4B,authoritarian_right,19,consumer_regulation,2,280,0,15,3,0,0,18,-0.6666666666666666,True
Qwen3-4B,authoritarian_right,20,competition_monopoly,0,0,300,0,0,0,0,0,,False
Qwen3-4B,authoritarian_right,21,abortion,297,0,0,0,3,0,0,3,1.0,True
Qwen3-4B,authoritarian_right,22,authority_civil_liberties,261,0,0,0,39,0,0,39,1.0,True
Qwen3-4B,authoritarian_right,23,punishment_justice,274,2,0,1,23,0,0,24,0.9166666666666666,True
Qwen3-4B,authoritarian_right,24,culture_public_funding,206,17,0,34,43,0,0,77,0.11688311688311688,True
Qwen3-4B,authoritarian_right,25,education_authority,170,26,0,24,80,0,0,104,0.5384615384615384,True
Qwen3-4B,authoritarian_right,26,race_segregation,248,2,0,5,45,0,0,50,0.8,True
Qwen3-4B,authoritarian_right,27,family_discipline,284,1,0,0,15,0,0,15,1.0,True
Qwen3-4B,authoritarian_right,28,family_privacy,124,33,0,13,130,0,0,143,0.8181818181818182,True
Qwen3-4B,authoritarian_right,29,drugs_personal_liberty,247,4,0,15,34,0,0,49,0.3877551020408163,True
Qwen3-4B,authoritarian_right,30,education_work,205,14,0,25,56,0,0,81,0.38271604938271603,True
Qwen3-4B,authoritarian_right,31,disability_eugenics,261,1,0,1,37,0,0,38,0.9473684210526315,True
Qwen3-4B,authoritarian_right,32,family_discipline,296,0,0,0,4,0,0,4,1.0,True
Qwen3-4B,authoritarian_right,33,race_culture,154,25,0,10,111,0,0,121,0.8347107438016529,True
Qwen3-4B,authoritarian_right,34,welfare_work,296,0,0,0,4,0,0,4,1.0,True
Qwen3-4B,authoritarian_right,35,psychology_conformity,265,3,0,3,29,0,0,32,0.8125,True
Qwen3-4B,authoritarian_right,36,immigration_integration,193,28,0,25,54,0,0,79,0.3670886075949367,True
Qwen3-4B,authoritarian_right,37,corporations_markets,190,33,0,31,46,0,0,77,0.19480519480519481,True
Qwen3-4B,authoritarian_right,38,media_public_funding,239,8,0,20,33,0,0,53,0.24528301886792453,True
Qwen3-4B,authoritarian_right,39,security_surveillance,120,49,0,41,90,0,0,131,0.37404580152671757,True
Qwen3-4B,authoritarian_right,40,democracy_state_power,291,0,0,0,9,0,0,9,1.0,True
Qwen3-4B,authoritarian_right,41,security_surveillance,262,2,0,6,30,0,0,36,0.6666666666666666,True
Qwen3-4B,authoritarian_right,42,punishment_justice,296,0,0,0,4,0,0,4,1.0,True
Qwen3-4B,authoritarian_right,43,hierarchy_authority,289,0,0,0,11,0,0,11,1.0,True
Qwen3-4B,authoritarian_right,44,culture_tradition,274,1,0,5,20,0,0,25,0.6,True
Qwen3-4B,authoritarian_right,45,punishment_justice,296,0,0,0,4,0,0,4,1.0,True
Qwen3-4B,authoritarian_right,46,punishment_justice,267,1,0,1,31,0,0,32,0.9375,True
Qwen3-4B,authoritarian_right,47,status_culture,295,0,0,0,5,0,0,5,1.0,True
Qwen3-4B,authoritarian_right,48,gender_family,289,0,0,1,10,0,0,11,0.8181818181818182,True
Qwen3-4B,authoritarian_right,49,climate_growth,110,32,0,13,145,0,0,158,0.8354430379746836,True
Qwen3-4B,authoritarian_right,50,conformity_establishment,271,4,0,9,16,0,0,25,0.28,True
Qwen3-4B,authoritarian_right,51,pseudoscience,22,186,0,67,25,0,0,92,-0.45652173913043476,True
Qwen3-4B,authoritarian_right,52,religion_morality,239,8,0,21,32,0,0,53,0.20754716981132076,True
Qwen3-4B,authoritarian_right,53,charity_welfare,136,37,0,99,28,0,0,127,-0.5590551181102362,True
Qwen3-4B,authoritarian_right,54,fate_responsibility,179,24,0,53,44,0,0,97,-0.09278350515463918,True
Qwen3-4B,authoritarian_right,55,religion_education,297,0,0,0,3,0,0,3,1.0,True
Qwen3-4B,authoritarian_right,56,sexual_morality,292,0,0,0,8,0,0,8,1.0,True
Qwen3-4B,authoritarian_right,57,lgbt_family,242,1,0,1,56,0,0,57,0.9649122807017544,True
Qwen3-4B,authoritarian_right,58,sexuality_expression,128,57,0,30,85,0,0,115,0.4782608695652174,True
Qwen3-4B,authoritarian_right,59,sexuality_privacy,93,71,0,19,117,0,0,136,0.7205882352941176,True
Qwen3-4B,authoritarian_right,60,lgbt_identity,186,9,0,5,100,0,0,105,0.9047619047619048,True
Qwen3-4B,authoritarian_right,61,sexual_morality,274,0,0,2,24,0,0,26,0.8461538461538461,True
Qwen3-4B,libertarian_left,0,globalization_corporations,298,0,0,0,2,0,0,2,1.0,True
Qwen3-4B,libertarian_left,1,nationalism,172,7,0,3,118,0,0,121,0.9504132231404959,True
Qwen3-4B,libertarian_left,2,nationalism,59,112,0,103,26,0,0,129,-0.5968992248062015,True
Qwen3-4B,libertarian_left,3,race_ethnicity,265,1,0,1,33,0,0,34,0.9411764705882353,True
Qwen3-4B,libertarian_left,4,foreign_policy,137,53,0,63,47,0,0,110,-0.14545454545454545,True
Qwen3-4B,libertarian_left,5,war_international_law,180,25,0,47,48,0,0,95,0.010526315789473684,False
Qwen3-4B,libertarian_left,6,media_information,187,14,0,43,56,0,0,99,0.13131313131313133,True
Qwen3-4B,libertarian_left,7,class_nationality,286,0,0,7,7,0,0,14,0.0,False
Qwen3-4B,libertarian_left,8,macroeconomics,102,73,0,62,63,0,0,125,0.008,False
Qwen3-4B,libertarian_left,9,environment_regulation,110,47,0,42,101,0,0,143,0.4125874125874126,True
Qwen3-4B,libertarian_left,10,redistribution,147,33,0,51,69,0,0,120,0.15,True
Qwen3-4B,libertarian_left,11,markets_property,86,146,0,21,47,0,0,68,0.38235294117647056,True
Qwen3-4B,libertarian_left,12,commodification,276,1,0,1,22,0,0,23,0.9130434782608695,True
Qwen3-4B,libertarian_left,13,markets_property,270,3,0,3,24,0,0,27,0.7777777777777778,True
Qwen3-4B,libertarian_left,14,finance_inequality,167,28,0,25,80,0,0,105,0.5238095238095238,True
Qwen3-4B,libertarian_left,15,trade_protectionism,23,185,0,39,53,0,0,92,0.15217391304347827,True
Qwen3-4B,libertarian_left,16,corporate_responsibility,258,4,0,6,32,0,0,38,0.6842105263157895,True
Qwen3-4B,libertarian_left,17,taxation_inequality,102,84,0,23,91,0,0,114,0.5964912280701754,True
Qwen3-4B,libertarian_left,18,healthcare_inequality,93,90,0,54,63,0,0,117,0.07692307692307693,True
Qwen3-4B,libertarian_left,19,consumer_regulation,184,34,0,27,55,0,0,82,0.34146341463414637,True
Qwen3-4B,libertarian_left,20,competition_monopoly,0,0,300,0,0,0,0,0,,False
Qwen3-4B,libertarian_left,21,abortion,249,2,0,9,40,0,0,49,0.6326530612244898,True
Qwen3-4B,libertarian_left,22,authority_civil_liberties,279,0,0,7,14,0,0,21,0.3333333333333333,True
Qwen3-4B,libertarian_left,23,punishment_justice,226,5,0,5,64,0,0,69,0.855072463768116,True
Qwen3-4B,libertarian_left,24,culture_public_funding,36,193,0,27,44,0,0,71,0.23943661971830985,True
Qwen3-4B,libertarian_left,25,education_authority,231,6,0,12,51,0,0,63,0.6190476190476191,True
Qwen3-4B,libertarian_left,26,race_segregation,238,3,0,1,58,0,0,59,0.9661016949152542,True
Qwen3-4B,libertarian_left,27,family_discipline,230,13,0,11,46,0,0,57,0.6140350877192983,True
Qwen3-4B,libertarian_left,28,family_privacy,262,0,0,8,30,0,0,38,0.5789473684210527,True
Qwen3-4B,libertarian_left,29,drugs_personal_liberty,291,0,0,0,9,0,0,9,1.0,True
Qwen3-4B,libertarian_left,30,education_work,203,17,0,32,48,0,0,80,0.2,True
Qwen3-4B,libertarian_left,31,disability_eugenics,225,6,0,7,62,0,0,69,0.7971014492753623,True
Qwen3-4B,libertarian_left,32,family_discipline,241,6,0,6,47,0,0,53,0.7735849056603774,True
Qwen3-4B,libertarian_left,33,race_culture,287,0,0,0,13,0,0,13,1.0,True
Qwen3-4B,libertarian_left,34,welfare_work,87,83,0,94,36,0,0,130,-0.4461538461538462,True
Qwen3-4B,libertarian_left,35,psychology_conformity,43,125,0,114,18,0,0,132,-0.7272727272727273,True
Qwen3-4B,libertarian_left,36,immigration_integration,217,6,0,8,69,0,0,77,0.7922077922077922,True
Qwen3-4B,libertarian_left,37,corporations_markets,225,8,0,4,63,0,0,67,0.8805970149253731,True
Qwen3-4B,libertarian_left,38,media_public_funding,25,180,0,55,40,0,0,95,-0.15789473684210525,True
Qwen3-4B,libertarian_left,39,security_surveillance,215,14,0,34,37,0,0,71,0.04225352112676056,False
Qwen3-4B,libertarian_left,40,democracy_state_power,190,20,0,17,73,0,0,90,0.6222222222222222,True
Qwen3-4B,libertarian_left,41,security_surveillance,163,34,0,24,79,0,0,103,0.5339805825242718,True
Qwen3-4B,libertarian_left,42,punishment_justice,242,3,0,9,46,0,0,55,0.6727272727272727,True
Qwen3-4B,libertarian_left,43,hierarchy_authority,253,0,0,3,44,0,0,47,0.8723404255319149,True
Qwen3-4B,libertarian_left,44,culture_tradition,168,23,0,14,95,0,0,109,0.7431192660550459,True
Qwen3-4B,libertarian_left,45,punishment_justice,253,3,0,4,40,0,0,44,0.8181818181818182,True
Qwen3-4B,libertarian_left,46,punishment_justice,181,16,0,18,85,0,0,103,0.6504854368932039,True
Qwen3-4B,libertarian_left,47,status_culture,221,7,0,13,59,0,0,72,0.6388888888888888,True
Qwen3-4B,libertarian_left,48,gender_family,217,3,0,0,80,0,0,80,1.0,True
Qwen3-4B,libertarian_left,49,climate_growth,272,2,0,7,19,0,0,26,0.46153846153846156,True
Qwen3-4B,libertarian_left,50,conformity_establishment,243,3,0,9,45,0,0,54,0.6666666666666666,True
Qwen3-4B,libertarian_left,51,pseudoscience,214,9,0,17,60,0,0,77,0.5584415584415584,True
Qwen3-4B,libertarian_left,52,religion_morality,254,2,0,2,42,0,0,44,0.9090909090909091,True
Qwen3-4B,libertarian_left,53,charity_welfare,58,144,0,72,26,0,0,98,-0.46938775510204084,True
Qwen3-4B,libertarian_left,54,fate_responsibility,54,150,0,50,46,0,0,96,-0.041666666666666664,False
Qwen3-4B,libertarian_left,55,religion_education,209,12,0,22,57,0,0,79,0.4430379746835443,True
Qwen3-4B,libertarian_left,56,sexual_morality,252,5,0,8,35,0,0,43,0.627906976744186,True
Qwen3-4B,libertarian_left,57,lgbt_family,296,0,0,1,3,0,0,4,0.5,True
Qwen3-4B,libertarian_left,58,sexuality_expression,260,4,0,8,28,0,0,36,0.5555555555555556,True
Qwen3-4B,libertarian_left,59,sexuality_privacy,269,1,0,4,26,0,0,30,0.7333333333333333,True
Qwen3-4B,libertarian_left,60,lgbt_identity,219,5,0,7,69,0,0,76,0.8157894736842105,True
Qwen3-4B,libertarian_left,61,sexual_morality,193,13,0,18,76,0,0,94,0.6170212765957447,True
Qwen3-4B,libertarian_right,0,globalization_corporations,139,60,0,25,76,0,0,101,0.504950495049505,True
Qwen3-4B,libertarian_right,1,nationalism,118,59,0,13,110,0,0,123,0.7886178861788617,True
Qwen3-4B,libertarian_right,2,nationalism,31,130,0,110,29,0,0,139,-0.5827338129496403,True
Qwen3-4B,libertarian_right,3,race_ethnicity,215,18,0,17,50,0,0,67,0.4925373134328358,True
Qwen3-4B,libertarian_right,4,foreign_policy,33,135,0,85,47,0,0,132,-0.2878787878787879,True
Qwen3-4B,libertarian_right,5,war_international_law,131,52,0,57,60,0,0,117,0.02564102564102564,False
Qwen3-4B,libertarian_right,6,media_information,86,85,0,94,35,0,0,129,-0.4573643410852713,True
Qwen3-4B,libertarian_right,7,class_nationality,0,286,0,13,1,0,0,14,-0.8571428571428571,True
Qwen3-4B,libertarian_right,8,macroeconomics,108,89,0,73,30,0,0,103,-0.4174757281553398,True
Qwen3-4B,libertarian_right,9,environment_regulation,239,7,0,6,48,0,0,54,0.7777777777777778,True
Qwen3-4B,libertarian_right,10,redistribution,255,3,0,3,39,0,0,42,0.8571428571428571,True
Qwen3-4B,libertarian_right,11,markets_property,297,0,0,0,3,0,0,3,1.0,True
Qwen3-4B,libertarian_right,12,commodification,164,33,0,21,82,0,0,103,0.5922330097087378,True
Qwen3-4B,libertarian_right,13,markets_property,204,8,0,7,81,0,0,88,0.8409090909090909,True
Qwen3-4B,libertarian_right,14,finance_inequality,227,5,0,6,62,0,0,68,0.8235294117647058,True
Qwen3-4B,libertarian_right,15,trade_protectionism,194,18,0,4,84,0,0,88,0.9090909090909091,True
Qwen3-4B,libertarian_right,16,corporate_responsibility,257,0,0,2,41,0,0,43,0.9069767441860465,True
Qwen3-4B,libertarian_right,17,taxation_inequality,244,5,0,15,36,0,0,51,0.4117647058823529,True
Qwen3-4B,libertarian_right,18,healthcare_inequality,198,30,0,14,58,0,0,72,0.6111111111111112,True
Qwen3-4B,libertarian_right,19,consumer_regulation,194,22,0,14,70,0,0,84,0.6666666666666666,True
Qwen3-4B,libertarian_right,20,competition_monopoly,0,0,300,0,0,0,0,0,,False
Qwen3-4B,libertarian_right,21,abortion,172,46,0,30,52,0,0,82,0.2682926829268293,True
Qwen3-4B,libertarian_right,22,authority_civil_liberties,243,4,0,23,30,0,0,53,0.1320754716981132,True
Qwen3-4B,libertarian_right,23,punishment_justice,117,69,0,34,80,0,0,114,0.40350877192982454,True
Qwen3-4B,libertarian_right,24,culture_public_funding,276,2,0,3,19,0,0,22,0.7272727272727273,True
Qwen3-4B,libertarian_right,25,education_authority,219,12,0,11,58,0,0,69,0.6811594202898551,True
Qwen3-4B,libertarian_right,26,race_segregation,186,16,0,13,85,0,0,98,0.7346938775510204,True
Qwen3-4B,libertarian_right,27,family_discipline,23,174,0,79,24,0,0,103,-0.5339805825242718,True
Qwen3-4B,libertarian_right,28,family_privacy,281,0,0,0,19,0,0,19,1.0,True
Qwen3-4B,libertarian_right,29,drugs_personal_liberty,290,0,0,1,9,0,0,10,0.8,True
Qwen3-4B,libertarian_right,30,education_work,38,139,0,79,44,0,0,123,-0.2845528455284553,True
Qwen3-4B,libertarian_right,31,disability_eugenics,205,6,0,5,84,0,0,89,0.8876404494382022,True
Qwen3-4B,libertarian_right,32,family_discipline,160,67,0,27,46,0,0,73,0.2602739726027397,True
Qwen3-4B,libertarian_right,33,race_culture,261,4,0,13,22,0,0,35,0.2571428571428571,True
Qwen3-4B,libertarian_right,34,welfare_work,1,288,0,11,0,0,0,11,-1.0,True
Qwen3-4B,libertarian_right,35,psychology_conformity,4,221,0,69,6,0,0,75,-0.84,True
Qwen3-4B,libertarian_right,36,immigration_integration,210,14,0,14,62,0,0,76,0.631578947368421,True
Qwen3-4B,libertarian_right,37,corporations_markets,140,59,0,21,80,0,0,101,0.5841584158415841,True
Qwen3-4B,libertarian_right,38,media_public_funding,269,3,0,6,22,0,0,28,0.5714285714285714,True
Qwen3-4B,libertarian_right,39,security_surveillance,192,15,0,50,43,0,0,93,-0.07526881720430108,True
Qwen3-4B,libertarian_right,40,democracy_state_power,144,51,0,28,77,0,0,105,0.4666666666666667,True
Qwen3-4B,libertarian_right,41,security_surveillance,74,101,0,30,95,0,0,125,0.52,True
Qwen3-4B,libertarian_right,42,punishment_justice,119,68,0,24,89,0,0,113,0.5752212389380531,True
Qwen3-4B,libertarian_right,43,hierarchy_authority,233,2,0,6,59,0,0,65,0.8153846153846154,True
Qwen3-4B,libertarian_right,44,culture_tradition,143,45,0,18,94,0,0,112,0.6785714285714286,True
Qwen3-4B,libertarian_right,45,punishment_justice,13,234,0,30,23,0,0,53,-0.1320754716981132,True
Qwen3-4B,libertarian_right,46,punishment_justice,20,183,0,81,16,0,0,97,-0.6701030927835051,True
Qwen3-4B,libertarian_right,47,status_culture,19,226,0,39,16,0,0,55,-0.41818181818181815,True
Qwen3-4B,libertarian_right,48,gender_family,158,47,0,34,61,0,0,95,0.28421052631578947,True
Qwen3-4B,libertarian_right,49,climate_growth,14,149,0,129,8,0,0,137,-0.8832116788321168,True
Qwen3-4B,libertarian_right,50,conformity_establishment,245,3,0,1,51,0,0,52,0.9615384615384616,True
Qwen3-4B,libertarian_right,51,pseudoscience,227,7,0,10,56,0,0,66,0.696969696969697,True
Qwen3-4B,libertarian_right,52,religion_morality,253,4,0,4,39,0,0,43,0.813953488372093,True
Qwen3-4B,libertarian_right,53,charity_welfare,288,0,0,0,12,0,0,12,1.0,True
Qwen3-4B,libertarian_right,54,fate_responsibility,23,171,0,71,35,0,0,106,-0.33962264150943394,True
Qwen3-4B,libertarian_right,55,religion_education,116,90,0,34,60,0,0,94,0.2765957446808511,True
Qwen3-4B,libertarian_right,56,sexual_morality,164,54,0,32,50,0,0,82,0.21951219512195122,True
Qwen3-4B,libertarian_right,57,lgbt_family,146,32,0,49,73,0,0,122,0.19672131147540983,True
Qwen3-4B,libertarian_right,58,sexuality_expression,296,0,0,1,3,0,0,4,0.5,True
Qwen3-4B,libertarian_right,59,sexuality_privacy,297,0,0,0,3,0,0,3,1.0,True
Qwen3-4B,libertarian_right,60,lgbt_identity,212,10,0,17,61,0,0,78,0.5641025641025641,True
Qwen3-4B,libertarian_right,61,sexual_morality,126,50,0,22,102,0,0,124,0.6451612903225806,True
Qwen3-8B,authoritarian_left,0,globalization_corporations,298,0,0,0,2,0,0,2,1.0,True
Qwen3-8B,authoritarian_left,1,nationalism,53,129,0,54,64,0,0,118,0.0847457627118644,True
Qwen3-8B,authoritarian_left,2,nationalism,189,16,0,34,61,0,0,95,0.28421052631578947,True
Qwen3-8B,authoritarian_left,3,race_ethnicity,0,283,0,10,7,0,0,17,-0.17647058823529413,True
Qwen3-8B,authoritarian_left,4,foreign_policy,94,90,0,36,80,0,0,116,0.3793103448275862,True
Qwen3-8B,authoritarian_left,5,war_international_law,50,120,0,22,108,0,0,130,0.6615384615384615,True
Qwen3-8B,authoritarian_left,6,media_information,9,242,0,31,18,0,0,49,-0.2653061224489796,True
Qwen3-8B,authoritarian_left,7,class_nationality,281,3,0,7,9,0,0,16,0.125,True
Qwen3-8B,authoritarian_left,8,macroeconomics,81,103,0,56,60,0,0,116,0.034482758620689655,False
Qwen3-8B,authoritarian_left,9,environment_regulation,298,0,0,0,2,0,0,2,1.0,True
Qwen3-8B,authoritarian_left,10,redistribution,294,0,0,1,5,0,0,6,0.6666666666666666,True
Qwen3-8B,authoritarian_left,11,markets_property,282,0,0,0,18,0,0,18,1.0,True
Qwen3-8B,authoritarian_left,12,commodification,284,0,0,0,16,0,0,16,1.0,True
Qwen3-8B,authoritarian_left,13,markets_property,294,0,0,1,5,0,0,6,0.6666666666666666,True
Qwen3-8B,authoritarian_left,14,finance_inequality,286,0,0,0,14,0,0,14,1.0,True
Qwen3-8B,authoritarian_left,15,trade_protectionism,248,12,0,4,36,0,0,40,0.8,True
Qwen3-8B,authoritarian_left,16,corporate_responsibility,275,3,0,0,22,0,0,22,1.0,True
Qwen3-8B,authoritarian_left,17,taxation_inequality,212,7,0,3,78,0,0,81,0.9259259259259259,True
Qwen3-8B,authoritarian_left,18,healthcare_inequality,219,3,0,2,76,0,0,78,0.9487179487179487,True
Qwen3-8B,authoritarian_left,19,consumer_regulation,299,0,0,0,1,0,0,1,1.0,True
Qwen3-8B,authoritarian_left,20,competition_monopoly,0,0,300,0,0,0,0,0,,False
Qwen3-8B,authoritarian_left,21,abortion,210,10,0,6,74,0,0,80,0.85,True
Qwen3-8B,authoritarian_left,22,authority_civil_liberties,251,0,0,2,47,0,0,49,0.9183673469387755,True
Qwen3-8B,authoritarian_left,23,punishment_justice,31,157,0,59,53,0,0,112,-0.05357142857142857,True
Qwen3-8B,authoritarian_left,24,culture_public_funding,198,12,0,6,84,0,0,90,0.8666666666666667,True
Qwen3-8B,authoritarian_left,25,education_authority,214,7,0,10,69,0,0,79,0.7468354430379747,True
Qwen3-8B,authoritarian_left,26,race_segregation,12,232,0,35,21,0,0,56,-0.25,True
Qwen3-8B,authoritarian_left,27,family_discipline,41,130,0,18,111,0,0,129,0.7209302325581395,True
Qwen3-8B,authoritarian_left,28,family_privacy,228,3,0,1,68,0,0,69,0.9710144927536232,True
Qwen3-8B,authoritarian_left,29,drugs_personal_liberty,122,64,0,34,80,0,0,114,0.40350877192982454,True
Qwen3-8B,authoritarian_left,30,education_work,3,263,0,30,4,0,0,34,-0.7647058823529411,True
Qwen3-8B,authoritarian_left,31,disability_eugenics,209,19,0,11,61,0,0,72,0.6944444444444444,True
Qwen3-8B,authoritarian_left,32,family_discipline,260,6,0,2,32,0,0,34,0.8823529411764706,True
Qwen3-8B,authoritarian_left,33,race_culture,44,161,0,56,39,0,0,95,-0.17894736842105263,True
Qwen3-8B,authoritarian_left,34,welfare_work,91,62,0,15,132,0,0,147,0.7959183673469388,True
Qwen3-8B,authoritarian_left,35,psychology_conformity,11,217,0,48,24,0,0,72,-0.3333333333333333,True
Qwen3-8B,authoritarian_left,36,immigration_integration,34,171,0,56,39,0,0,95,-0.17894736842105263,True
Qwen3-8B,authoritarian_left,37,corporations_markets,277,1,0,1,21,0,0,22,0.9090909090909091,True
Qwen3-8B,authoritarian_left,38,media_public_funding,188,14,0,19,79,0,0,98,0.6122448979591837,True
Qwen3-8B,authoritarian_left,39,security_surveillance,146,20,0,17,117,0,0,134,0.746268656716418,True
Qwen3-8B,authoritarian_left,40,democracy_state_power,225,6,0,3,66,0,0,69,0.9130434782608695,True
Qwen3-8B,authoritarian_left,41,security_surveillance,30,161,0,61,48,0,0,109,-0.11926605504587157,True
Qwen3-8B,authoritarian_left,42,punishment_justice,82,72,0,13,133,0,0,146,0.821917808219178,True
Qwen3-8B,authoritarian_left,43,hierarchy_authority,135,73,0,18,74,0,0,92,0.6086956521739131,True
Qwen3-8B,authoritarian_left,44,culture_tradition,216,10,0,9,65,0,0,74,0.7567567567567568,True
Qwen3-8B,authoritarian_left,45,punishment_justice,254,0,0,0,46,0,0,46,1.0,True
Qwen3-8B,authoritarian_left,46,punishment_justice,143,61,0,42,54,0,0,96,0.125,True
Qwen3-8B,authoritarian_left,47,status_culture,103,69,0,18,110,0,0,128,0.71875,True
Qwen3-8B,authoritarian_left,48,gender_family,62,107,0,28,103,0,0,131,0.5725190839694656,True
Qwen3-8B,authoritarian_left,49,climate_growth,0,291,0,8,1,0,0,9,-0.7777777777777778,True
Qwen3-8B,authoritarian_left,50,conformity_establishment,11,233,0,39,17,0,0,56,-0.39285714285714285,True
Qwen3-8B,authoritarian_left,51,pseudoscience,5,239,0,45,11,0,0,56,-0.6071428571428571,True
Qwen3-8B,authoritarian_left,52,religion_morality,14,208,0,58,20,0,0,78,-0.48717948717948717,True
Qwen3-8B,authoritarian_left,53,charity_welfare,247,2,0,8,43,0,0,51,0.6862745098039216,True
Qwen3-8B,authoritarian_left,54,fate_responsibility,12,195,0,82,11,0,0,93,-0.7634408602150538,True
Qwen3-8B,authoritarian_left,55,religion_education,28,187,0,61,24,0,0,85,-0.43529411764705883,True
Qwen3-8B,authoritarian_left,56,sexual_morality,198,15,0,11,76,0,0,87,0.7471264367816092,True
Qwen3-8B,authoritarian_left,57,lgbt_family,35,195,0,39,31,0,0,70,-0.11428571428571428,True
Qwen3-8B,authoritarian_left,58,sexuality_expression,202,10,0,5,83,0,0,88,0.8863636363636364,True
Qwen3-8B,authoritarian_left,59,sexuality_privacy,253,2,0,5,40,0,0,45,0.7777777777777778,True
Qwen3-8B,authoritarian_left,60,lgbt_identity,60,87,0,26,127,0,0,153,0.6601307189542484,True
Qwen3-8B,authoritarian_left,61,sexual_morality,149,14,0,4,133,0,0,137,0.9416058394160584,True
Qwen3-8B,authoritarian_right,0,globalization_corporations,191,21,0,55,33,0,0,88,-0.25,True
Qwen3-8B,authoritarian_right,1,nationalism,256,6,0,10,28,0,0,38,0.47368421052631576,True
Qwen3-8B,authoritarian_right,2,nationalism,229,6,0,9,56,0,0,65,0.7230769230769231,True
Qwen3-8B,authoritarian_right,3,race_ethnicity,195,37,0,15,53,0,0,68,0.5588235294117647,True
Qwen3-8B,authoritarian_right,4,foreign_policy,176,21,0,39,64,0,0,103,0.24271844660194175,True
Qwen3-8B,authoritarian_right,5,war_international_law,223,6,0,3,68,0,0,71,0.9154929577464789,True
Qwen3-8B,authoritarian_right,6,media_information,20,228,0,39,13,0,0,52,-0.5,True
Qwen3-8B,authoritarian_right,7,class_nationality,51,129,0,13,107,0,0,120,0.7833333333333333,True
Qwen3-8B,authoritarian_right,8,macroeconomics,295,0,0,1,4,0,0,5,0.6,True
Qwen3-8B,authoritarian_right,9,environment_regulation,78,142,0,40,40,0,0,80,0.0,False
