model_variant,family,protocol,size_b,ideology,question_id,topic,sensitive_topic,scorer_axis,scorer_weight_range,n,comparable_n,aligned_n,target_alignment_rate,mean_target_projection,mean_entropy,mean_margin,stage1_stage2_comparable_n,stage1_stage2_agreement_rate,mean_tokens,mean_visible_words,hedging_rate,refusal_rate,moral_distance_rate,self_correction_rate,cell_logit,group_logit,question_logit,dif_logit,dif_abs
gemma-3-4b-it,Gemma-3,standard,4.0,libertarian_left,49,climate_growth,False,social,0.4606746295395085,300,300,238,0.7933333333333333,0.1139394143086697,0.0463608525957436,0.9690167138994764,288,0.82,238.61,174.66666666666666,0.1866666666666666,0.0,0.0133333333333333,0.0533333333333333,1.33920275358604,0.9044771580709317,-0.11818472933346996,1.4573060644363167,1.4573060644363167
Qwen3-8B_no_think,Qwen3,no_think,8.0,authoritarian_left,48,gender_family,True,social,0.4619993252410632,300,300,90,0.3,-0.0959712829395889,0.0379765530269678,0.9787138752691636,300,0.9733333333333334,164.86666666666667,127.42666666666666,0.5,0.0,0.01,0.0,-0.8441358024165557,0.3905113353349124,1.1246131942610442,-1.4548645924247738,1.4548645924247738
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_left,37,corporations_markets,False,economic,1.3768419131928735,300,300,272,0.9066666666666666,0.538512780719343,0.0106538017642031,0.9966445601559276,296,0.98,547.4066666666666,73.25,0.2266666666666666,0.0,0.0,0.01,2.257734526828694,0.6797651909328434,1.030420604866874,1.451944470616715,1.451944470616715
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,19,consumer_regulation,False,economic,0.8755520577753246,300,300,141,0.47,-0.0128062827223082,0.0271127634649045,0.9872986663941282,300,0.9933333333333332,746.1733333333333,79.65,0.4,0.0,0.0,0.0,-0.11974420514160698,1.4653229722048726,0.7693951700793217,-1.4500666078380626,1.4500666078380626
Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian_right,2,nationalism,False,social,0.4615140033271022,300,300,62,0.2066666666666666,-0.1135727396927303,0.0373584145413429,0.9806826554259722,299,0.9666666666666668,178.21,138.78666666666666,0.2133333333333333,0.0,0.0,0.0033333333333333,-1.33920275358604,0.8564741201093234,0.15865429623801303,-1.4499354303456378,1.4499354303456378
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_right,58,sexuality_expression,True,social,0.4629929933556577,300,300,213,0.71,0.0910429485665346,0.0102311534848875,0.9963094907853088,298,0.9833333333333332,695.8566666666667,74.46333333333334,0.4033333333333333,0.0,0.0,0.0,0.8919980393051105,1.4653229722048726,1.7792182237399727,-1.4481474170519961,1.4481474170519961
Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian_left,49,climate_growth,False,social,0.4606746295395085,300,300,33,0.11,-0.1720891817471684,0.008971435025402,0.9955287227651676,300,0.9933333333333332,156.91333333333333,120.74666666666668,0.16,0.0,0.0,0.0066666666666666,-2.0775741275050406,0.3905113353349124,-0.11818472933346996,-1.4455049939187443,1.4455049939187443
Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian_left,21,abortion,True,social,0.4104633392560614,300,300,275,0.9166666666666666,0.1676365845548403,0.0085797674042689,0.994922910177822,296,0.9733333333333334,153.42,119.63,0.2733333333333333,0.0,0.0,0.0,2.3799091764285887,0.3905113353349124,1.4498703096867205,1.4439232709946945,1.4439232709946945
gemma-3-27b-it,Gemma-3,standard,27.0,libertarian_right,16,corporate_responsibility,False,economic,1.1256829106130049,300,300,282,0.94,0.4779529362068948,0.0186002868699406,0.9837756525870848,294,0.92,256.4866666666667,187.32666666666665,0.34,0.0,0.02,0.06,2.7259078185022165,0.5417151221704999,1.6446816224415017,1.4439068134779536,1.4439068134779536
Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian_right,13,markets_property,False,economic,1.1273100422920703,300,300,161,0.5366666666666666,0.0651596605484779,0.0251257826662483,0.9856764304179444,300,0.94,146.06333333333333,113.61333333333332,0.2266666666666666,0.0,0.0,0.01,0.14644054140129084,1.088782280012801,1.4049302027777686,-1.44287620180154,1.44287620180154
Qwen3-32B_think,Qwen3,think,32.0,libertarian_right,19,consumer_regulation,False,economic,0.8755520577753246,300,300,277,0.9233333333333332,0.3273665979403773,0.0552753897428374,0.9819162092608558,299,0.9966666666666668,650.8466666666667,82.17333333333333,0.3066666666666666,0.0,0.0,0.0,2.468820512036376,1.1616685673158493,0.7693951700793217,1.4421525142289435,1.4421525142289435
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_left,2,nationalism,False,social,0.4615140033271022,300,300,271,0.9033333333333332,0.1666881391633762,0.0664769780479359,0.9765780358620676,299,0.9933333333333332,162.32333333333332,127.29666666666668,0.2866666666666667,0.0,0.0066666666666666,0.0,2.219571876028216,1.5231818311328493,0.15865429623801303,1.4421314882450922,1.4421314882450922
gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian_right,28,family_privacy,False,social,0.4613410673836548,300,300,147,0.49,-0.0045344234617289,0.0610752736879864,0.9604769770427828,279,0.75,119.10333333333334,90.77666666666669,0.15,0.0,0.0333333333333333,0.0,-0.03987239124737735,0.6871184722866324,1.6162863962103482,-1.4388815201566194,1.4388815201566194
gemma-3-12b-it,Gemma-3,standard,12.0,libertarian_left,45,punishment_justice,True,social,0.4618695321064948,300,300,270,0.9,0.1679778540884935,0.031283620677746,0.9785964729223176,284,0.9,261.47333333333336,195.5133333333333,0.2366666666666666,0.0,0.12,0.0533333333333333,2.18254541467317,0.9044771580709317,0.7438394753296229,1.4386245208603543,1.4386245208603543
gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian_right,21,abortion,True,social,0.4104633392560614,300,300,281,0.9366666666666666,0.1804848541268736,0.0162063661014541,0.9870916332950214,288,0.8966666666666666,229.9,174.47333333333333,0.32,0.0,0.01,0.0166666666666666,2.669717982010044,0.6871184722866324,1.4498703096867205,1.4371249396244297,1.4371249396244297
Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian_right,27,family_discipline,True,social,0.5121342554809217,300,300,267,0.89,0.1771321085965992,0.0127530322993562,0.9942363020763884,299,0.9933333333333332,129.46666666666667,99.7,0.3233333333333333,0.0,0.0033333333333333,0.0,2.0775741275050406,1.088782280012801,0.45780017964069103,1.4353874074392872,1.4353874074392872
Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian_right,46,punishment_justice,True,social,0.5123993040403447,300,300,268,0.8933333333333333,0.1972605700631465,0.0054961905012031,0.9958965674065684,300,0.9766666666666668,134.72666666666666,103.92,0.3366666666666666,0.0,0.0,0.0,2.1116108246132277,1.088782280012801,0.49246122945129767,1.4347630547368675,1.4347630547368675
Qwen3-32B_think,Qwen3,think,32.0,libertarian_right,37,corporations_markets,False,economic,1.3768419131928735,300,300,139,0.4633333333333333,-0.030885798626575,0.0669140837488978,0.9757085002194374,299,0.9933333333333332,764.8666666666667,98.20333333333332,0.4033333333333333,0.0,0.0,0.0,-0.14644054140129092,1.1616685673158493,1.030420604866874,-1.4341339739962757,1.4341339739962757
gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian_left,12,commodification,False,economic,1.2517030857192872,300,300,265,0.8833333333333333,0.4348678116209506,0.0521710971243024,0.9618827567395656,289,0.8766666666666667,193.21,147.29666666666665,0.1233333333333333,0.0,0.07,0.02,2.0120821442006234,0.2146425100774722,1.2687930845317106,1.4330422891791792,1.4330422891791792
gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian_left,12,commodification,False,economic,1.2517030857192872,300,300,265,0.8833333333333333,0.4756937304929439,0.0102875689245799,0.9916926457952484,296,0.9233333333333332,207.85666666666663,153.74333333333334,0.1866666666666666,0.0,0.0766666666666666,0.01,2.0120821442006234,0.2146425100774722,1.2687930845317106,1.4330422891791792,1.4330422891791792
Qwen3-32B_think,Qwen3,think,32.0,libertarian_left,9,environment_regulation,False,economic,1.0019515241771093,300,300,190,0.6333333333333333,0.1203918583591708,0.0547352714756566,0.9812243389491376,299,0.99,664.2233333333334,83.55666666666667,0.14,0.0,0.0,0.0033333333333333,0.5446366736089482,1.938390497231601,0.9402564084375703,-1.4296144924724845,1.4296144924724845
Qwen3-8B_think,Qwen3,think,8.0,libertarian_left,18,healthcare_inequality,False,economic,1.0007106619167392,300,300,192,0.64,0.1254465458832063,0.0161123370580356,0.9938187768459756,299,0.9866666666666668,788.4666666666667,84.77666666666667,0.2333333333333333,0.0,0.0,0.0,0.5733459807473247,1.938390497231601,0.9682776168819004,-1.428926393778438,1.428926393778438
gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian_right,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,155,0.5166666666666667,0.0006020667562915,0.049401551873057,0.965598952745162,286,0.8366666666666667,177.92,131.85,0.1366666666666666,0.0,0.0066666666666666,0.0333333333333333,0.06646964500774159,0.6871184722866324,1.712256021079131,-1.4285091087702835,1.4285091087702835
Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian_right,23,punishment_justice,True,social,0.3596187178817474,300,300,275,0.9166666666666666,0.1521446853118065,0.0034850431504847,0.9976047643920598,300,0.99,156.33333333333334,117.95666666666666,0.23,0.0,0.0,0.0,2.3799091764285887,1.088782280012801,0.7671495645582137,1.4283730714453124,1.4283730714453124
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_left,6,media_information,False,social,0.4622518323224769,300,300,248,0.8266666666666667,0.1309254561452793,0.0776426837404445,0.9692727297762532,298,0.9866666666666668,155.52,120.25666666666666,0.2333333333333333,0.0,0.0033333333333333,0.0,1.5546296759391054,1.5231818311328493,-0.49216629799146305,1.4280098823854577,1.4280098823854577
gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian_left,0,globalization_corporations,False,economic,1.1256724443927717,300,300,272,0.9066666666666666,0.4628814172093013,0.014311402492244,0.988145133010422,296,0.92,245.02,177.34333333333333,0.18,0.0,0.0133333333333333,0.0233333333333333,2.257734526828694,0.2146425100774722,1.5204364149401521,1.4270513413988084,1.4270513413988084
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_left,47,status_culture,False,social,0.3579524589016072,300,300,58,0.1933333333333333,-0.1006885200587024,0.0730843055274586,0.9710470899506912,299,0.99,170.27666666666667,132.1266666666667,0.36,0.0,0.0,0.0033333333333333,-1.421974956139727,0.3905113353349124,0.5173119326448835,-1.425402484531784,1.425402484531784
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_right,41,security_surveillance,True,social,0.5132909025097577,300,300,147,0.49,0.0031322423825289,0.019109941860875,0.9940097180608518,299,0.9966666666666668,954.6,88.76333333333334,0.24,0.0,0.0,0.0033333333333333,-0.03987239124737735,1.4653229722048726,0.8232086359308308,-1.4240082597953423,1.4240082597953423
Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian_right,15,trade_protectionism,False,economic,1.126856500617869,300,300,248,0.8266666666666667,0.3315835476625207,0.0209774407799414,0.9910053161089198,300,0.9933333333333332,155.38,115.55,0.5166666666666667,0.0,0.0,0.0033333333333333,1.5546296759391054,0.8564741201093234,0.17991573584091156,1.422635559576609,1.422635559576609
Qwen3-32B_think,Qwen3,think,32.0,libertarian_left,43,hierarchy_authority,True,social,0.4115234475135702,300,300,296,0.9866666666666668,0.1963443277565909,0.0540958694774735,0.9788975404363784,299,0.9933333333333332,436.23,71.84333333333333,0.07,0.0,0.0033333333333333,0.0,4.187969821661506,1.938390497231601,1.7316902807540635,1.42228478326358,1.42228478326358
Qwen3-14B_think,Qwen3,think,14.0,libertarian_left,18,healthcare_inequality,False,economic,1.0007106619167392,300,300,291,0.97,0.4333187613135959,0.0195522736645657,0.9884026197867556,300,0.9933333333333332,570.9333333333333,73.88666666666667,0.1333333333333333,0.0,0.0,0.0066666666666666,3.423748207184052,1.938390497231601,0.9682776168819004,1.421475832658289,1.421475832658289
Qwen3-8B_no_think,Qwen3,no_think,8.0,authoritarian_left,52,religion_morality,True,social,0.4104852657007097,300,300,72,0.24,-0.0871735414493252,0.032955377148791,0.9804432539408992,300,0.9666666666666668,153.4,114.99333333333334,0.2666666666666666,0.0,0.0066666666666666,0.0,-1.1479496484736305,0.3905113353349124,0.7867812356559432,-1.4208464798767473,1.4208464798767473
gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian_left,39,security_surveillance,True,social,0.5132974027497224,300,300,73,0.2433333333333333,-0.0992890467541826,0.0690482556412421,0.9514024079497304,283,0.8166666666666667,232.72,173.42,0.27,0.0,0.0166666666666666,0.0266666666666666,-1.129864832172214,0.2146425100774722,0.9790953921928831,-1.4192069948548305,1.4192069948548305
Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian_left,14,finance_inequality,False,economic,1.2511874581086335,300,300,173,0.5766666666666667,0.0697952223841963,0.0307842893899861,0.985460048678839,300,0.97,194.89,152.6233333333333,0.4933333333333333,0.0,0.0166666666666666,0.0066666666666666,0.30806123478843306,1.5231818311328493,1.107799435691987,-1.4185242924486645,1.4185242924486645
Qwen3-14B_think,Qwen3,think,14.0,libertarian_right,16,corporate_responsibility,False,economic,1.1256829106130049,300,300,290,0.9666666666666668,0.5152781897332407,0.0083811892772298,0.9975553823497514,300,1.0,615.2366666666667,76.04333333333334,0.2333333333333333,0.0,0.0,0.0,3.3202283191284883,1.1616685673158493,1.6446816224415017,1.418273868958876,1.418273868958876
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,40,democracy_state_power,True,social,0.5639643340616953,300,300,294,0.98,0.2479536777250171,0.0070541448924963,0.9981912726080088,298,0.9933333333333332,540.2066666666667,65.41666666666667,0.2533333333333333,0.0,0.0,0.0,3.81347682619005,1.4653229722048726,1.8359989952641342,1.4165505983087816,1.4165505983087816
gemma-3-27b-it,Gemma-3,standard,27.0,libertarian_right,43,hierarchy_authority,True,social,0.4115234475135702,300,300,283,0.9433333333333334,0.1814738979239878,0.0139573280253071,0.9896778758994444,296,0.94,205.84,149.01666666666668,0.2,0.0,0.0333333333333333,0.0066666666666666,2.785011242238338,0.5417151221704999,1.7316902807540635,1.4160015789015135,1.4160015789015135
Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian_left,55,religion_education,True,social,0.410186055793005,300,300,258,0.86,0.142944114536623,0.0029493925413178,0.9984601880822686,300,1.0,139.02333333333334,106.97333333333331,0.2066666666666666,0.0,0.0,0.0033333333333333,1.8053916180181127,0.3905113353349124,0.9034207909067329,1.415855231364206,1.415855231364206
gemma-3-27b-it,Gemma-3,standard,27.0,libertarian_left,42,punishment_justice,True,social,0.5122411510500507,300,300,275,0.9166666666666666,0.2112523044220287,0.0227195543885001,0.981832142959516,292,0.91,256.42,191.22666666666663,0.3433333333333333,0.0066666666666666,0.16,0.07,2.3799091764285887,0.9044771580709317,0.964451688195483,1.4153760697499127,1.4153760697499127
gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian_left,28,family_privacy,False,social,0.4613410673836548,300,300,114,0.38,-0.0433832369661894,0.0593841275566142,0.9597195879869336,287,0.84,222.84,170.10333333333332,0.3333333333333333,0.0,0.04,0.0166666666666666,-0.487856416089576,0.2146425100774722,1.6162863962103482,-1.4143895827896578,1.4143895827896578
Qwen3-8B_no_think,Qwen3,no_think,8.0,authoritarian_left,2,nationalism,False,social,0.4615140033271022,300,300,223,0.7433333333333333,0.097726102259389,0.0355180401350601,0.9822254024602508,300,0.9766666666666668,174.28,135.99333333333334,0.2,0.0,0.0033333333333333,0.0133333333333333,1.0591334776943222,0.3905113353349124,0.15865429623801303,1.4143635857091352,1.4143635857091352
Qwen3-32B_think,Qwen3,think,32.0,libertarian_left,31,disability_eugenics,True,social,0.5648712533126834,300,300,294,0.98,0.267682756775231,0.0436640398307945,0.9831136644222628,295,0.9733333333333334,451.8333333333333,79.17333333333333,0.0866666666666666,0.0,0.0066666666666666,0.0,3.81347682619005,1.938390497231601,1.3658912119581579,1.4135908565880295,1.4135908565880295
gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian_left,49,climate_growth,False,social,0.4606746295395085,300,300,29,0.0966666666666666,-0.1796573946383913,0.0203488532878935,0.9828163485847812,298,0.9266666666666666,236.35333333333327,173.92,0.2033333333333333,0.0,0.01,0.02,-2.219571876028216,0.2146425100774722,-0.11818472933346996,-1.4116339171844796,1.4116339171844796
gemma-3-4b-it,Gemma-3,standard,4.0,libertarian_right,0,globalization_corporations,False,economic,1.1256724443927717,300,300,131,0.4366666666666666,-0.0637755455512187,0.0416214814635495,0.9711355147882968,290,0.8833333333333333,217.97333333333333,159.74,0.1566666666666666,0.0,0.01,0.01,-0.25384607520268576,0.5417151221704999,1.5204364149401521,-1.411601872725599,1.411601872725599
Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian_left,59,sexuality_privacy,True,social,0.5127044410478736,300,300,294,0.98,0.2348033094942513,0.0159740263885225,0.9896206186866764,300,0.9733333333333334,153.66666666666666,118.19666666666669,0.2,0.0,0.0,0.0,3.81347682619005,1.5231818311328493,1.7831580472472144,1.4115326873977248,1.4115326873977248
Qwen3-14B_think,Qwen3,think,14.0,libertarian_right,35,psychology_conformity,False,social,0.4105111136492023,300,300,86,0.2866666666666667,-0.0591934773639089,0.0227858670240642,0.9893199444702552,300,0.9866666666666668,729.48,72.55666666666667,0.3966666666666666,0.0,0.0,0.0,-0.908165324430238,1.1616685673158493,0.245091512172765,-1.4105296643311136,1.4105296643311136
Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian_left,37,corporations_markets,False,economic,1.3768419131928735,300,300,287,0.9566666666666668,0.5929644225807786,0.021896039514394,0.9892294911202436,300,0.9866666666666668,182.22,139.30666666666667,0.2766666666666666,0.0,0.0366666666666666,0.0133333333333333,3.0585331747930216,1.5231818311328493,1.030420604866874,1.4093264783810366,1.4093264783810366
Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian_right,41,security_surveillance,True,social,0.5132909025097577,300,300,104,0.3466666666666667,-0.0679649019342242,0.0123185143253207,0.9918804171292832,300,0.96,176.86666666666667,135.91333333333333,0.2033333333333333,0.0,0.0,0.2033333333333333,-0.6314753599044501,0.8564741201093234,0.8232086359308308,-1.4067623763568657,1.4067623763568657
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_right,50,conformity_establishment,False,social,0.4101149133735415,300,300,274,0.9133333333333332,0.1649226450827859,0.0494835767904043,0.983320731707373,300,0.9966666666666668,126.41333333333333,96.79,0.14,0.0,0.0,0.0033333333333333,2.337806527957409,1.088782280012801,0.7467027881896746,1.4067171993426717,1.4067171993426717
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_right,41,security_surveillance,True,social,0.5132909025097577,300,300,265,0.8833333333333333,0.1858058069152394,0.0235469711607961,0.9866916736334752,282,0.9033333333333332,247.4,186.72333333333333,0.2166666666666666,0.0033333333333333,0.01,0.0266666666666666,2.0120821442006234,0.6871184722866324,0.8232086359308308,1.4061507755708988,1.4061507755708988
gemma-3-4b-it,Gemma-3,standard,4.0,libertarian_right,45,punishment_justice,True,social,0.4618695321064948,300,300,79,0.2633333333333333,-0.1013670815753561,0.0397641336665139,0.9747732005950324,291,0.8833333333333333,187.19333333333333,140.35333333333332,0.2433333333333333,0.0,0.0066666666666666,0.0333333333333333,-1.0246655678249041,0.5417151221704999,0.7438394753296229,-1.405824425737288,1.405824425737288
Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian_right,43,hierarchy_authority,True,social,0.4115234475135702,300,300,290,0.9666666666666668,0.1882348780995399,0.0077164213859972,0.9946157661034754,300,1.0,130.65333333333334,101.0,0.1266666666666666,0.0,0.0,0.0033333333333333,3.3202283191284883,1.088782280012801,1.7316902807540635,1.4041514979493623,1.4041514979493623
Qwen3-8B_no_think,Qwen3,no_think,8.0,authoritarian_left,5,war_international_law,True,social,0.4107146578260567,300,300,72,0.24,-0.1094436715737776,0.0335331349991266,0.9813005293737528,300,0.9733333333333334,160.32,124.36,0.3833333333333333,0.0,0.01,0.0,-1.1479496484736305,0.3905113353349124,0.7700371113073239,-1.4041023555281278,1.4041023555281278
Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian_right,40,democracy_state_power,True,social,0.5639643340616953,300,300,291,0.97,0.2443831622350179,0.0026603656804545,0.998599088181946,299,0.99,147.34666666666666,112.24333333333334,0.1766666666666666,0.0,0.0,0.0033333333333333,3.423748207184052,1.088782280012801,1.8359989952641342,1.4033626714948553,1.4033626714948553
gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian_right,7,class_nationality,False,economic,1.1262983257167811,300,300,100,0.3333333333333333,-0.1714984048255704,0.0446496616154161,0.973209127851271,293,0.87,203.80666666666667,156.23333333333332,0.1633333333333333,0.0,0.0,0.0033333333333333,-0.6906565192474935,0.6871184722866324,0.9299653669674302,-1.4033446189138177,1.4033446189138177
Qwen3-8B_think,Qwen3,think,8.0,libertarian_right,48,gender_family,True,social,0.4619993252410632,300,300,283,0.9433333333333334,0.1619617654751822,0.0182685589301371,0.9924676106027308,299,0.99,650.98,77.86666666666666,0.3366666666666666,0.0,0.0,0.0,2.785011242238338,1.1616685673158493,1.1246131942610442,1.403125220249183,1.403125220249183
gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian_left,17,taxation_inequality,False,economic,1.0023483782388944,300,300,66,0.22,-0.2447274617035724,0.0577393588107361,0.9607355839364728,288,0.8633333333333333,207.2733333333333,158.34666666666666,0.2066666666666666,0.0,0.0133333333333333,0.0433333333333333,-1.2602536402245257,0.2146425100774722,0.8317387312183608,-1.4022391419326201,1.4022391419326201
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_right,55,religion_education,True,social,0.410186055793005,300,300,272,0.9066666666666666,0.1343635858945628,0.0806674972834309,0.9725058047914886,300,0.9933333333333332,136.36333333333334,108.34333333333332,0.2933333333333333,0.0,0.0,0.0,2.257734526828694,0.8564741201093234,0.9034207909067329,1.4022353554003764,1.4022353554003764
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_right,26,race_segregation,True,social,0.4612943371342164,300,300,267,0.89,0.1377056686799596,0.0184127962672225,0.990683832374163,277,0.8866666666666667,269.12333333333333,206.3,0.3566666666666667,0.0033333333333333,0.04,0.0166666666666666,2.0775741275050406,0.6871184722866324,0.8932906490876116,1.4015607457185353,1.4015607457185353
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_left,23,punishment_justice,True,social,0.3596187178817474,300,300,72,0.24,-0.0835147456929339,0.0721397985890719,0.9753430165009934,300,1.0,146.83333333333334,108.33666666666667,0.2633333333333333,0.0,0.0,0.01,-1.1479496484736305,0.3905113353349124,0.7671495645582137,-1.401214808779018,1.401214808779018
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_right,46,punishment_justice,True,social,0.5123993040403447,300,300,253,0.8433333333333334,0.1708113677258165,0.0292753900977099,0.9797010998541682,278,0.8966666666666666,247.09333333333333,185.8766666666667,0.43,0.0,0.0,0.0233333333333333,1.6746341119906423,0.6871184722866324,0.49246122945129767,1.3994501498404508,1.3994501498404508
gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian_right,43,hierarchy_authority,True,social,0.4115234475135702,300,300,285,0.95,0.1805611002777547,0.0177286890528057,0.9859792516306292,297,0.9233333333333332,216.81666666666663,157.53333333333333,0.2033333333333333,0.0,0.0166666666666666,0.01,2.913402005170864,0.6871184722866324,1.7316902807540635,1.3989889917179066,1.3989889917179066
gemma-3-27b-it,Gemma-3,standard,27.0,libertarian_right,42,punishment_justice,True,social,0.5122411510500507,300,300,93,0.31,-0.0948403999465244,0.0289266336168938,0.975311902844664,290,0.8633333333333333,263.26666666666665,196.79,0.4266666666666667,0.0,0.0466666666666666,0.0166666666666666,-0.7971699033761117,0.5417151221704999,0.964451688195483,-1.398940974154356,1.398940974154356
Qwen3-14B_think,Qwen3,think,14.0,libertarian_left,14,finance_inequality,False,economic,1.2511874581086335,300,300,292,0.9733333333333334,0.4486977451921884,0.0127306868104876,0.9950080490358296,299,0.99,685.1,80.13666666666667,0.2233333333333333,0.0,0.0066666666666666,0.0,3.5383985031756406,1.938390497231601,1.107799435691987,1.3966043098397911,1.3966043098397911
gemma-3-27b-it,Gemma-3,standard,27.0,libertarian_left,41,security_surveillance,True,social,0.5132909025097577,300,300,271,0.9033333333333332,0.2053553209336978,0.0193902882308656,0.9866146032012668,293,0.92,266.81666666666666,191.13333333333333,0.2533333333333333,0.0,0.2366666666666666,0.0766666666666666,2.219571876028216,0.9044771580709317,0.8232086359308308,1.396281821614192,1.396281821614192
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,26,race_segregation,True,social,0.4612943371342164,300,300,284,0.9466666666666668,0.1655376066513763,0.0191920484687652,0.9922556753710258,300,0.9933333333333332,755.4333333333333,79.38666666666667,0.2533333333333333,0.0,0.0,0.0,2.8473728726598506,1.4653229722048726,0.8932906490876116,1.393154990955105,1.393154990955105
gemma-3-12b-it,Gemma-3,standard,12.0,libertarian_left,0,globalization_corporations,False,economic,1.1256724443927717,300,300,285,0.95,0.4817886864133898,0.0050087741531741,0.9977020031440402,284,0.9133333333333332,269.08666666666664,196.1266666666667,0.2966666666666667,0.0,0.0233333333333333,0.0166666666666666,2.913402005170864,0.9044771580709317,1.5204364149401521,1.3928841717475184,1.3928841717475184
Qwen3-32B_think,Qwen3,think,32.0,libertarian_left,35,psychology_conformity,False,social,0.4105111136492023,300,300,281,0.9366666666666666,0.1443819313347853,0.0883569023780372,0.962108252640998,299,0.99,568.5266666666666,77.08,0.2666666666666666,0.0,0.0,0.0,2.669717982010044,1.938390497231601,0.245091512172765,1.3906317121934162,1.3906317121934162
Qwen3-32B_think,Qwen3,think,32.0,libertarian_right,6,media_information,False,social,0.4622518323224769,300,300,49,0.1633333333333333,-0.1283245847279916,0.0633144095622268,0.9782794549120976,300,0.9933333333333332,643.1466666666666,80.60666666666667,0.2533333333333333,0.0,0.0,0.0066666666666666,-1.6254703199651492,1.1616685673158493,-0.49216629799146305,-1.3905768497017967,1.3905768497017967
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_left,17,taxation_inequality,False,economic,1.0023483782388944,300,300,247,0.8233333333333334,0.317707615444363,0.024856707494887,0.9852543408378388,287,0.8966666666666666,209.48,159.28666666666666,0.1966666666666666,0.0,0.0133333333333333,0.02,1.531728928106784,0.2146425100774722,0.8317387312183608,1.3897434263986894,1.3897434263986894
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_right,53,charity_welfare,False,economic,1.250823125416466,300,300,273,0.91,0.4956440946265643,0.0162331661230647,0.9906419844112856,284,0.92,261.26666666666665,197.4,0.2533333333333333,0.0,0.0133333333333333,0.0266666666666666,2.2971156171895104,0.6871184722866324,1.1249884682395865,1.38940441625103,1.38940441625103
Qwen3-8B_think,Qwen3,think,8.0,libertarian_left,8,macroeconomics,False,economic,1.1264763070556578,300,300,187,0.6233333333333333,0.0735162480430304,0.017637708903225,0.9928663455711202,300,1.0,1016.65,93.26,0.23,0.0,0.0,0.0,0.5019760084890081,1.938390497231601,0.8571712115286086,-1.389189960683463,1.389189960683463
gemma-3-4b-it,Gemma-3,standard,4.0,libertarian_right,6,media_information,False,social,0.4622518323224769,300,300,189,0.63,0.0576097219851408,0.0560877190209029,0.9612474654417268,285,0.84,185.97,138.25666666666666,0.2133333333333333,0.0,0.0133333333333333,0.0133333333333333,0.5303644336223076,0.5417151221704999,-0.49216629799146305,1.3852113490310094,1.3852113490310094
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_right,7,class_nationality,False,economic,1.1262983257167811,300,300,158,0.5266666666666666,-0.0011781253261895,0.0150797357704312,0.9940447094383272,298,0.99,771.7333333333333,87.1,0.3066666666666666,0.0,0.0,0.0033333333333333,0.10641259360863001,1.4653229722048726,0.9299653669674302,-1.3844800059759343,1.3844800059759343
