model,ideology,item_index,source_item_id,topic,target,gold_label,n,accuracy,positive_pred_rate,mean_confidence
gemma-3-27b-it,centrism,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.38666666666666666,0.38666666666666666,0.905954122676139
gemma-3-27b-it,centrism,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.5766666666666667,0.5766666666666667,0.8739999636944572
gemma-3-27b-it,centrism,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.7533333333333333,0.7533333333333333,0.9134900967747512
gemma-3-27b-it,centrism,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.8266666666666667,0.17333333333333334,0.9569454222280478
gemma-3-27b-it,centrism,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.9133333333333333,0.9133333333333333,0.9578571617989607
gemma-3-27b-it,centrism,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.9466666666666667,0.9466666666666667,0.9786015214138636
gemma-3-27b-it,centrism,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.7033333333333334,0.2966666666666667,0.9310164709007939
gemma-3-27b-it,centrism,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.8133333333333334,0.18666666666666668,0.9443548297846913
gemma-3-27b-it,centrism,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.1,0.1,0.9766402571197297
gemma-3-27b-it,centrism,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.63,0.63,0.878106610593
gemma-3-27b-it,centrism,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.63,0.63,0.8951768822417024
gemma-3-27b-it,centrism,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.7433333333333333,0.25666666666666665,0.9233343718766805
gemma-3-27b-it,centrism,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.75,0.75,0.9195627206847852
gemma-3-27b-it,centrism,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.1,0.1,0.9740729106663061
Qwen3-4B,base,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.7033333333333334,0.2966666666666667,0.8771247221394816
Qwen3-4B,base,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.4666666666666667,0.4666666666666667,0.8361424996167344
Qwen3-4B,base,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.37333333333333335,0.37333333333333335,0.8444804471479305
Qwen3-4B,base,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.58,0.58,0.8362142497008744
Qwen3-4B,base,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.68,0.68,0.8596761446662349
Qwen3-4B,base,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.7533333333333333,0.24666666666666667,0.884133135639628
Qwen3-4B,base,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.79,0.79,0.8956866866410419
Qwen3-4B,base,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.7,0.3,0.8717123556154747
Qwen3-4B,base,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7633333333333333,0.23666666666666666,0.8795048318832172
Qwen3-4B,base,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.62,0.38,0.8807244204422454
Qwen3-4B,base,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.69,0.31,0.8780736531577495
Qwen3-4B,base,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6466666666666666,0.35333333333333333,0.8774374152395764
Qwen3-4B,base,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.5766666666666667,0.5766666666666667,0.8283942368545812
Qwen3-4B,base,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.6666666666666666,0.6666666666666666,0.8451708764845766
Qwen3-4B,base,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.2966666666666667,0.2966666666666667,0.8535492479389765
Qwen3-4B,base,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.37666666666666665,0.37666666666666665,0.8342399506510446
Qwen3-4B,base,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.6,0.6,0.8374885641552547
Qwen3-4B,base,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.5533333333333333,0.5533333333333333,0.8452271078424093
Qwen3-4B,base,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.6566666666666666,0.6566666666666666,0.8484525042279129
Qwen3-4B,base,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.68,0.32,0.8864177158118031
Qwen3-4B,base,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.7566666666666667,0.7566666666666667,0.8981774723691636
Qwen3-4B,base,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.7466666666666667,0.7466666666666667,0.8905870152184203
Qwen3-4B,base,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.5266666666666666,0.47333333333333333,0.8539265790405056
Qwen3-4B,base,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.7533333333333333,0.24666666666666667,0.8902146817672951
Qwen3-4B,base,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.35,0.35,0.8561926686191955
Qwen3-4B,base,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.61,0.61,0.8519951383076567
Qwen3-4B,base,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.5933333333333334,0.5933333333333334,0.8467604379087506
Qwen3-4B,base,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.4166666666666667,0.5833333333333334,0.8549220595335555
Qwen3-4B,base,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.78,0.78,0.8806217219120536
Qwen3-4B,base,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.31666666666666665,0.31666666666666665,0.8597896648315928
Qwen3-4B,libertarian_left,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.6,0.4,0.8166397583716293
Qwen3-4B,libertarian_left,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.3933333333333333,0.3933333333333333,0.8114459920301813
Qwen3-4B,libertarian_left,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.45666666666666667,0.45666666666666667,0.8074276236856885
Qwen3-4B,libertarian_left,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.4766666666666667,0.4766666666666667,0.8083188792734903
Qwen3-4B,libertarian_left,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.49666666666666665,0.49666666666666665,0.8195554403568174
Qwen3-4B,libertarian_left,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.67,0.33,0.8272140374052916
Qwen3-4B,libertarian_left,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.6866666666666666,0.6866666666666666,0.8244128252852618
Qwen3-4B,libertarian_left,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.64,0.36,0.8166380435661396
Qwen3-4B,libertarian_left,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.69,0.31,0.8308708542190186
Qwen3-4B,libertarian_left,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.49333333333333335,0.5066666666666667,0.8298613864114857
Qwen3-4B,libertarian_left,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.61,0.39,0.8352809844897583
Qwen3-4B,libertarian_left,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6533333333333333,0.3466666666666667,0.8269508729719371
Qwen3-4B,libertarian_left,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.5466666666666666,0.5466666666666666,0.8068621468840436
Qwen3-4B,libertarian_left,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.5733333333333334,0.5733333333333334,0.8064171711954405
Qwen3-4B,libertarian_left,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.4766666666666667,0.4766666666666667,0.8080084369292019
Qwen3-4B,libertarian_left,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.3466666666666667,0.3466666666666667,0.8183442941428385
Qwen3-4B,libertarian_left,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.4533333333333333,0.4533333333333333,0.8133400902813824
Qwen3-4B,libertarian_left,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.5466666666666666,0.5466666666666666,0.8169019199108628
Qwen3-4B,libertarian_left,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.68,0.68,0.8258543683918957
Qwen3-4B,libertarian_left,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.5333333333333333,0.4666666666666667,0.8354121676061119
Qwen3-4B,libertarian_left,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.8,0.8,0.8654526241721849
Qwen3-4B,libertarian_left,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.7533333333333333,0.7533333333333333,0.8609900852446174
Qwen3-4B,libertarian_left,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.5033333333333333,0.49666666666666665,0.8344716875006891
Qwen3-4B,libertarian_left,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.68,0.32,0.8393748488652825
Qwen3-4B,libertarian_left,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.3566666666666667,0.3566666666666667,0.8344655799799048
Qwen3-4B,libertarian_left,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.5466666666666666,0.5466666666666666,0.8099865879228506
Qwen3-4B,libertarian_left,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.49333333333333335,0.49333333333333335,0.8211313196781899
Qwen3-4B,libertarian_left,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.43,0.57,0.8201226181504686
Qwen3-4B,libertarian_left,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.69,0.69,0.8334792703060496
Qwen3-4B,libertarian_left,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.43333333333333335,0.43333333333333335,0.8085369696557793
Qwen3-4B,libertarian_right,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.6866666666666666,0.31333333333333335,0.82875391832606
Qwen3-4B,libertarian_right,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.43333333333333335,0.43333333333333335,0.8078729702358638
Qwen3-4B,libertarian_right,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.5366666666666666,0.5366666666666666,0.8188042758721491
Qwen3-4B,libertarian_right,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.41333333333333333,0.41333333333333333,0.8253936324823027
Qwen3-4B,libertarian_right,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.4066666666666667,0.4066666666666667,0.8423699874727558
Qwen3-4B,libertarian_right,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.7033333333333334,0.2966666666666667,0.8370602050898706
Qwen3-4B,libertarian_right,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.5166666666666667,0.5166666666666667,0.8190059158237729
Qwen3-4B,libertarian_right,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.68,0.32,0.8291331021445997
Qwen3-4B,libertarian_right,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.68,0.32,0.8381744365805555
Qwen3-4B,libertarian_right,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.53,0.47,0.8354197861038194
Qwen3-4B,libertarian_right,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.5266666666666666,0.47333333333333333,0.8556372488608837
Qwen3-4B,libertarian_right,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6066666666666667,0.3933333333333333,0.8271974891334418
Qwen3-4B,libertarian_right,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.45666666666666667,0.45666666666666667,0.810237745816766
Qwen3-4B,libertarian_right,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.4166666666666667,0.4166666666666667,0.8279112679653828
Qwen3-4B,libertarian_right,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.45666666666666667,0.45666666666666667,0.809822602036053
Qwen3-4B,libertarian_right,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.3566666666666667,0.3566666666666667,0.8334097353541577
Qwen3-4B,libertarian_right,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.6,0.6,0.8218725788397261
Qwen3-4B,libertarian_right,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.5,0.5,0.8252907753849502
Qwen3-4B,libertarian_right,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.6666666666666666,0.6666666666666666,0.8245327732760919
Qwen3-4B,libertarian_right,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.5633333333333334,0.43666666666666665,0.8394408881312417
Qwen3-4B,libertarian_right,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.7966666666666666,0.7966666666666666,0.862508595249421
Qwen3-4B,libertarian_right,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.6633333333333333,0.6633333333333333,0.8435244978387386
Qwen3-4B,libertarian_right,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.5333333333333333,0.4666666666666667,0.819795089406857
Qwen3-4B,libertarian_right,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.6766666666666666,0.3233333333333333,0.8508473729721366
Qwen3-4B,libertarian_right,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.39,0.39,0.8341969543745565
Qwen3-4B,libertarian_right,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.5733333333333334,0.5733333333333334,0.8130438340683026
Qwen3-4B,libertarian_right,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.6866666666666666,0.6866666666666666,0.8545535202237801
Qwen3-4B,libertarian_right,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.4066666666666667,0.5933333333333334,0.8248412645825345
Qwen3-4B,libertarian_right,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.7866666666666666,0.7866666666666666,0.8662291287883104
Qwen3-4B,libertarian_right,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.54,0.54,0.8201388074122182
Qwen3-4B,authoritarian_left,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.5933333333333334,0.4066666666666667,0.8392635173503442
Qwen3-4B,authoritarian_left,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.4766666666666667,0.4766666666666667,0.8215679953357441
Qwen3-4B,authoritarian_left,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.3466666666666667,0.3466666666666667,0.8239311157222285
Qwen3-4B,authoritarian_left,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.6233333333333333,0.6233333333333333,0.83816657806728
Qwen3-4B,authoritarian_left,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.6066666666666667,0.6066666666666667,0.8335806452911008
Qwen3-4B,authoritarian_left,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.68,0.32,0.8414894505031562
Qwen3-4B,authoritarian_left,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.5833333333333334,0.5833333333333334,0.8253507776425002
Qwen3-4B,authoritarian_left,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.6233333333333333,0.37666666666666665,0.8339866888482448
Qwen3-4B,authoritarian_left,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7,0.3,0.8531392015363534
Qwen3-4B,authoritarian_left,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.6233333333333333,0.37666666666666665,0.8414468168833268
Qwen3-4B,authoritarian_left,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.6833333333333333,0.31666666666666665,0.851894466486837
Qwen3-4B,authoritarian_left,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6066666666666667,0.3933333333333333,0.8427061928882031
Qwen3-4B,authoritarian_left,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.5733333333333334,0.5733333333333334,0.8137881915153116
Qwen3-4B,authoritarian_left,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.6833333333333333,0.6833333333333333,0.835210710460338
Qwen3-4B,authoritarian_left,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.42,0.42,0.8204488169662244
Qwen3-4B,authoritarian_left,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.49333333333333335,0.49333333333333335,0.8244872820209824
Qwen3-4B,authoritarian_left,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.5033333333333333,0.5033333333333333,0.8275597754271031
Qwen3-4B,authoritarian_left,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.62,0.62,0.8397441285293397
Qwen3-4B,authoritarian_left,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.6433333333333333,0.6433333333333333,0.819410095686913
Qwen3-4B,authoritarian_left,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.6233333333333333,0.37666666666666665,0.8425839646018758
Qwen3-4B,authoritarian_left,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.7766666666666666,0.7766666666666666,0.8506179396485444
Qwen3-4B,authoritarian_left,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.7566666666666667,0.7566666666666667,0.8670674806394479
Qwen3-4B,authoritarian_left,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.6133333333333333,0.38666666666666666,0.8348870674291483
Qwen3-4B,authoritarian_left,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.7133333333333334,0.2866666666666667,0.8529026132705844
Qwen3-4B,authoritarian_left,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.2966666666666667,0.2966666666666667,0.8492964551467317
Qwen3-4B,authoritarian_left,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.52,0.52,0.8165611618381451
Qwen3-4B,authoritarian_left,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.54,0.54,0.8299567562781696
Qwen3-4B,authoritarian_left,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.55,0.45,0.8189717133365754
Qwen3-4B,authoritarian_left,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.5833333333333334,0.5833333333333334,0.8215864021262107
Qwen3-4B,authoritarian_left,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.42,0.42,0.814424874674616
Qwen3-4B,authoritarian_right,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.6133333333333333,0.38666666666666666,0.835830365834069
Qwen3-4B,authoritarian_right,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.56,0.56,0.824844887137881
Qwen3-4B,authoritarian_right,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.44,0.44,0.8222075812380975
Qwen3-4B,authoritarian_right,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.5633333333333334,0.5633333333333334,0.8307441145082755
Qwen3-4B,authoritarian_right,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.44666666666666666,0.44666666666666666,0.8302850062404875
Qwen3-4B,authoritarian_right,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.7066666666666667,0.29333333333333333,0.8420785801603313
Qwen3-4B,authoritarian_right,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.4633333333333333,0.4633333333333333,0.8244033850655474
Qwen3-4B,authoritarian_right,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.6166666666666667,0.38333333333333336,0.8319257793052361
Qwen3-4B,authoritarian_right,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.68,0.32,0.8572336894002673
Qwen3-4B,authoritarian_right,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.6766666666666666,0.3233333333333333,0.8497027405739581
Qwen3-4B,authoritarian_right,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.62,0.38,0.8608464261610866
Qwen3-4B,authoritarian_right,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.5533333333333333,0.44666666666666666,0.8412900748202451
Qwen3-4B,authoritarian_right,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.4866666666666667,0.4866666666666667,0.8110863189545054
Qwen3-4B,authoritarian_right,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.5066666666666667,0.5066666666666667,0.8161140891230682
Qwen3-4B,authoritarian_right,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.38666666666666666,0.38666666666666666,0.821655364059409
Qwen3-4B,authoritarian_right,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.5033333333333333,0.5033333333333333,0.8205539883376403
Qwen3-4B,authoritarian_right,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.6166666666666667,0.6166666666666667,0.8291830284538868
Qwen3-4B,authoritarian_right,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.5866666666666667,0.5866666666666667,0.8349322618290164
Qwen3-4B,authoritarian_right,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.5433333333333333,0.5433333333333333,0.8167349915565952
Qwen3-4B,authoritarian_right,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.6966666666666667,0.30333333333333334,0.845521666302493
Qwen3-4B,authoritarian_right,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.69,0.69,0.8397172267267549
Qwen3-4B,authoritarian_right,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.66,0.66,0.8376805462119445
Qwen3-4B,authoritarian_right,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.64,0.36,0.8351096273400463
Qwen3-4B,authoritarian_right,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.6933333333333334,0.30666666666666664,0.8558610165046394
Qwen3-4B,authoritarian_right,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.37,0.37,0.8426157312386738
Qwen3-4B,authoritarian_right,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.5333333333333333,0.5333333333333333,0.8237159397133739
Qwen3-4B,authoritarian_right,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.65,0.65,0.8565049087717074
Qwen3-4B,authoritarian_right,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.5333333333333333,0.4666666666666667,0.8251646766366405
Qwen3-4B,authoritarian_right,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.6866666666666666,0.6866666666666666,0.8248183917168905
Qwen3-4B,authoritarian_right,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.49333333333333335,0.49333333333333335,0.8252064553434457
Qwen3-4B,centrism,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.64,0.36,0.8252992744378241
Qwen3-4B,centrism,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.4633333333333333,0.4633333333333333,0.8114660036152912
Qwen3-4B,centrism,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.4033333333333333,0.4033333333333333,0.8096087923461787
Qwen3-4B,centrism,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.67,0.67,0.8263501835828062
Qwen3-4B,centrism,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.63,0.63,0.8204646999009669
Qwen3-4B,centrism,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.6566666666666666,0.3433333333333333,0.8330845686147813
Qwen3-4B,centrism,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.76,0.76,0.846264229020487
Qwen3-4B,centrism,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.63,0.37,0.8257455763284745
Qwen3-4B,centrism,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.67,0.33,0.8382982243841406
Qwen3-4B,centrism,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.6333333333333333,0.36666666666666664,0.8299159733541808
Qwen3-4B,centrism,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.6466666666666666,0.35333333333333333,0.8445984919570368
Qwen3-4B,centrism,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.62,0.38,0.8352089290216552
Qwen3-4B,centrism,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.61,0.61,0.8119875256168733
Qwen3-4B,centrism,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.7066666666666667,0.7066666666666667,0.8302842635900312
Qwen3-4B,centrism,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.4,0.4,0.8131063380378709
