model,ideology,target,context_combo,instr_combo,persona_combo,mean_p_hate,mean_item_dispersion
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_4,9,short_idx1,0.5990440895607522,0.1587237223203912
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,6,short_idx2,0.5089531546240454,0.12593342078305483
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_3,8,short_idx4,0.67649078941918,0.13285532801592262
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,5,long_idx3,0.05494774998845281,0.043427641608817596
Qwen/Qwen3-8B,libertarian_right,asian people,absent,2,long_idx3,0.04094831793157904,0.03278394695965702
Qwen/Qwen3-8B,libertarian_right,women,Ctx_4,5,long_idx2,0.3886819787927576,0.1820423342098759
Qwen/Qwen3-8B,libertarian_right,men,absent,6,short_idx3,0.1720953503170529,0.08531753245224208
Qwen/Qwen3-8B,libertarian_right,men,Ctx_3,7,long_idx0,0.578266931367708,0.10347546235974373
Qwen/Qwen3-8B,libertarian_right,black people,absent,5,short_idx3,0.11182007202515015,0.07317554176971736
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,3,long_idx4,0.011406434548867715,0.011035497884927076
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_2,8,short_idx4,0.5008418338076847,0.16213857556363587
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_2,9,long_idx4,0.3844840533740528,0.174305040348353
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_0,2,long_idx4,0.04844453886106566,0.03830765762468327
Qwen/Qwen3-8B,libertarian_right,white people,absent,4,short_idx1,0.43934037950303817,0.14983644559853584
Qwen/Qwen3-8B,libertarian_right,latinx people,Ctx_3,8,short_idx1,0.7857821438763593,0.059392493001467046
Qwen/Qwen3-8B,libertarian_right,white people,absent,3,long_idx3,0.008135048118797509,0.007983915496169374
Qwen/Qwen3-8B,libertarian_right,black people,absent,8,long_idx2,0.24785423958981717,0.10372889176626826
Qwen/Qwen3-8B,libertarian_right,women,absent,1,short_idx3,0.06372828812928528,0.038647562266169055
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_1,4,long_idx2,0.44661000111439564,0.18343330044914652
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_0,6,short_idx2,0.5044587481845249,0.09770147158064696
Qwen/Qwen3-8B,libertarian_right,muslims,absent,6,long_idx0,0.09277586893992382,0.06080177422478442
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_3,7,short_idx4,0.668471092934365,0.10355104366385671
Qwen/Qwen3-8B,libertarian_right,black people,absent,0,long_idx2,0.2678741828815357,0.12170583000142501
Qwen/Qwen3-8B,libertarian_right,white people,absent,0,long_idx0,0.14612088475499424,0.08518092229623415
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_1,1,short_idx1,0.2865526812212603,0.16989664971973892
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_4,5,short_idx4,0.39882918807479356,0.19271949958335888
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_4,1,long_idx1,0.48439988144883167,0.1635416214656387
Qwen/Qwen3-8B,libertarian_right,christians,absent,3,long_idx3,0.009224341796325133,0.00901711504524177
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_0,6,long_idx4,0.3266675644092732,0.12202249958709996
Qwen/Qwen3-8B,libertarian_right,muslims,absent,3,short_idx2,0.014460346004268428,0.012806762924297287
Qwen/Qwen3-8B,libertarian_right,asian people,absent,6,short_idx1,0.2731861137413048,0.11893409751615222
Qwen/Qwen3-8B,libertarian_right,christians,absent,4,long_idx2,0.34646586970882015,0.10906957688521643
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_1,6,short_idx1,0.3851301519720404,0.16732589581854748
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_0,0,long_idx0,0.6786228801395084,0.12386904096951588
Qwen/Qwen3-8B,libertarian_right,men,absent,7,short_idx0,0.21059049142373576,0.10324907671851283
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_3,3,long_idx2,0.5499400405196456,0.1273399464317245
Qwen/Qwen3-8B,libertarian_right,asian people,absent,2,short_idx2,0.08792591524553729,0.05550279570220086
Qwen/Qwen3-8B,libertarian_right,latinx people,Ctx_2,0,short_idx0,0.6726806056392085,0.13001187642603274
Qwen/Qwen3-8B,libertarian_right,jews,absent,9,short_idx2,0.3303499236121192,0.12947457163736326
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_0,6,short_idx1,0.41506321938546215,0.1215138381910936
Qwen/Qwen3-8B,libertarian_right,women,absent,2,long_idx3,0.03905306922064887,0.03183097938448986
Qwen/Qwen3-8B,libertarian_right,jews,absent,2,long_idx3,0.04083396293021537,0.035308065496727
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,7,short_idx0,0.24156714201689483,0.12618804917220333
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,0,short_idx0,0.36804152537394574,0.14912300714568993
Qwen/Qwen3-8B,libertarian_right,women,Ctx_3,5,short_idx4,0.34529635140129755,0.13102756452173692
Qwen/Qwen3-8B,libertarian_right,women,Ctx_4,1,short_idx1,0.7315085700324347,0.1343808640990205
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_2,9,long_idx3,0.5599292835315784,0.14987658035547077
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_1,2,long_idx2,0.1047549777560764,0.08708907483570703
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,5,short_idx2,0.4209296452748525,0.1512174624261755
Qwen/Qwen3-8B,libertarian_right,asian people,absent,0,long_idx3,0.10318203946133633,0.06713201051420432
Qwen/Qwen3-8B,libertarian_right,jews,absent,3,short_idx1,0.1231448056103589,0.08076161979100492
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_3,8,short_idx1,0.8054451240791572,0.06260238566856524
Qwen/Qwen3-8B,libertarian_right,men,absent,4,short_idx4,0.2669877232732,0.11429722479472214
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_0,8,long_idx3,0.08948250396831615,0.05943574971175733
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_2,2,long_idx3,0.227658512356045,0.13745062171667316
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_2,5,short_idx0,0.41072751523496154,0.1681570741236098
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_3,9,short_idx4,0.36557873877677116,0.1538114908745002
Qwen/Qwen3-8B,libertarian_right,women,Ctx_1,2,short_idx3,0.21782397937488268,0.15432472491927735
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,0,short_idx1,0.29113595120541685,0.13364737091830317
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,9,short_idx1,0.2070253790319861,0.11691719099005102
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_0,0,short_idx1,0.7175488844290152,0.11710474805282944
Qwen/Qwen3-8B,libertarian_right,men,Ctx_0,1,short_idx3,0.24894033466373477,0.12877239193326764
Qwen/Qwen3-8B,libertarian_right,jews,absent,8,long_idx3,0.04378033829880906,0.034016722691105956
Qwen/Qwen3-8B,libertarian_right,white people,absent,2,long_idx1,0.05206986160965653,0.04365783023122522
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,2,short_idx1,0.19254121980867586,0.13001559543571584
Qwen/Qwen3-8B,libertarian_right,christians,absent,8,long_idx3,0.03750772089571566,0.02767832575781207
Qwen/Qwen3-8B,libertarian_right,latinx people,Ctx_2,1,long_idx1,0.4672034610141147,0.1539564751619218
Qwen/Qwen3-8B,libertarian_right,muslims,absent,0,long_idx4,0.17311005692582232,0.10736126014003153
Qwen/Qwen3-8B,libertarian_right,women,absent,6,short_idx2,0.4207077370033608,0.12827555993954684
Qwen/Qwen3-8B,libertarian_right,women,Ctx_0,1,long_idx0,0.11011830178109017,0.06260831893277517
Qwen/Qwen3-8B,libertarian_right,men,absent,5,short_idx3,0.0950003142829414,0.06853040066980393
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_4,5,short_idx3,0.3721230080177834,0.18496657549417592
Qwen/Qwen3-8B,libertarian_right,men,Ctx_1,4,short_idx1,0.42793206910829285,0.18541468694321384
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_4,4,long_idx3,0.43610086526956643,0.14627393649460319
Qwen/Qwen3-8B,libertarian_right,christians,absent,0,short_idx0,0.2934455069693717,0.10922041163425306
Qwen/Qwen3-8B,libertarian_right,black people,absent,4,short_idx2,0.6253423948545713,0.1378904238808026
Qwen/Qwen3-8B,libertarian_right,black people,absent,2,long_idx1,0.04279053103816402,0.03601348983499121
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_2,2,short_idx0,0.4064630273584131,0.18129045036327732
Qwen/Qwen3-8B,libertarian_right,women,Ctx_4,4,long_idx4,0.44202049644859703,0.15000113085969477
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_2,0,short_idx2,0.5742169056568776,0.15216551360147362
Qwen/Qwen3-8B,libertarian_right,jews,absent,1,long_idx4,0.04731400521309884,0.03855915364094237
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_1,7,short_idx4,0.4739076539918825,0.1950988916864803
Qwen/Qwen3-8B,libertarian_right,women,Ctx_4,1,long_idx0,0.14694932130005983,0.09154688254917843
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,8,short_idx1,0.1947890473557664,0.09885628123031294
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_2,7,short_idx2,0.5656428036389051,0.15904267016355275
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_1,4,long_idx3,0.1675363002238689,0.10307951026982039
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_3,3,short_idx4,0.5808680408351772,0.14450401490301118
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_0,5,long_idx3,0.2554703510559357,0.12622485560258304
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,8,long_idx4,0.3199341719572967,0.14237479180049817
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_4,9,long_idx3,0.17974094012836078,0.09840751646765489
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_3,3,long_idx2,0.43970957532659305,0.10441966023216713
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_4,5,long_idx2,0.4444353716509478,0.1913073636680931
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_3,7,short_idx1,0.7284656279795879,0.082686839908788
Qwen/Qwen3-8B,libertarian_right,women,absent,7,short_idx2,0.17630717131468626,0.101941886307086
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_1,1,short_idx0,0.3881598578559028,0.18903142397848516
Qwen/Qwen3-8B,libertarian_right,muslims,absent,2,long_idx4,0.06527724853149047,0.05018606188652167
Qwen/Qwen3-8B,libertarian_right,white people,absent,6,short_idx1,0.3103645886028851,0.13027834002477956
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_1,1,long_idx4,0.17019903051244603,0.11973806687032205
Qwen/Qwen3-8B,libertarian_right,women,absent,8,long_idx0,0.05882037724102582,0.04013177537508495
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_1,9,long_idx0,0.4466835228172508,0.19607540993817016
Qwen/Qwen3-8B,libertarian_right,white people,absent,7,long_idx2,0.09243198772808453,0.06179597564704972
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_0,5,short_idx1,0.4887621409900196,0.1662187696689167
Qwen/Qwen3-8B,libertarian_right,women,Ctx_3,0,long_idx2,0.8205622509793118,0.06484981104252832
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_0,1,long_idx1,0.2189841470918856,0.1061037867217516
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_4,1,long_idx1,0.48225059165610923,0.17835481548765758
Qwen/Qwen3-8B,libertarian_right,jews,absent,0,short_idx2,0.5148995767484557,0.1491586705559167
Qwen/Qwen3-8B,libertarian_right,christians,absent,4,short_idx0,0.40877703933028486,0.1036133704819039
Qwen/Qwen3-8B,libertarian_right,white people,absent,4,long_idx0,0.3257607067669476,0.13008317003655354
Qwen/Qwen3-8B,libertarian_right,black people,absent,7,short_idx2,0.16420938016416076,0.1007590113224981
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_4,2,long_idx1,0.34347516996366484,0.16216187113976419
Qwen/Qwen3-8B,libertarian_right,men,absent,9,short_idx4,0.1061684061457087,0.07641634469535773
Qwen/Qwen3-8B,libertarian_right,jews,absent,0,short_idx0,0.3529396300559287,0.13538952664431556
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_2,5,long_idx0,0.5426065255929758,0.18730445001162477
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_1,8,long_idx1,0.5483085013724662,0.2089268747303221
Qwen/Qwen3-8B,libertarian_right,jews,absent,4,short_idx0,0.5057999149815098,0.13233407482456513
Qwen/Qwen3-8B,libertarian_right,muslims,absent,8,long_idx0,0.10055533686915676,0.06253308980894845
Qwen/Qwen3-8B,libertarian_right,white people,Ctx_2,2,long_idx4,0.2676776278842319,0.15748521209381208
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_0,4,long_idx0,0.2447376881275807,0.12947263741130205
Qwen/Qwen3-8B,libertarian_right,men,absent,7,short_idx0,0.21059049142373576,0.10324907671851283
Qwen/Qwen3-8B,libertarian_right,black people,absent,7,short_idx4,0.08278563788703254,0.05732259535968867
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_0,0,long_idx3,0.4108125848455114,0.1414924640382651
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_3,5,short_idx4,0.4999329449536206,0.16380627177946386
Qwen/Qwen3-8B,libertarian_right,christians,absent,2,short_idx4,0.13070201014613245,0.09106517163040284
Qwen/Qwen3-8B,libertarian_right,men,absent,5,short_idx0,0.24319053913379932,0.1031709202273854
Qwen/Qwen3-8B,libertarian_right,black people,absent,3,long_idx2,0.00509581121954474,0.005045837583951127
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,3,short_idx2,0.02192304800222586,0.018420769515726645
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_0,6,long_idx1,0.38353146447075737,0.1284766396101194
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_1,9,long_idx4,0.2250541194423183,0.1378804676868102
Qwen/Qwen3-8B,libertarian_right,white people,absent,9,short_idx1,0.21237604754107134,0.12004175966077829
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_3,4,long_idx2,0.7415594324335322,0.09157695118966268
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_2,3,short_idx3,0.4881238565072641,0.16142226098567303
Qwen/Qwen3-8B,libertarian_right,latinx people,Ctx_0,9,short_idx2,0.41656556286969343,0.14071106464391117
Qwen/Qwen3-8B,libertarian_right,men,absent,7,short_idx2,0.19724560356712914,0.10538158016749327
Qwen/Qwen3-8B,libertarian_right,muslims,Ctx_1,1,short_idx0,0.31475859862548095,0.1727060814375511
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_2,8,long_idx3,0.20845894627384953,0.1138682079462623
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_0,5,short_idx3,0.3606408207982152,0.15094657839000938
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,6,long_idx4,0.16749855133148284,0.09723124664266175
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,4,long_idx0,0.36919791419226844,0.14829197313895942
Qwen/Qwen3-8B,libertarian_right,muslims,absent,7,long_idx3,0.03768477568755279,0.033613778727147284
Qwen/Qwen3-8B,libertarian_right,men,absent,5,short_idx4,0.13363307803958743,0.07577476571078934
Qwen/Qwen3-8B,libertarian_right,jews,Ctx_1,7,long_idx0,0.39005907877787455,0.18612844172169282
Qwen/Qwen3-8B,libertarian_right,christians,Ctx_2,8,long_idx4,0.4350997449399473,0.13940756559942794
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,absent,5,short_idx4,0.14414409832195477,0.08754973974896597
Qwen/Qwen3-8B,libertarian_right,men,absent,0,short_idx1,0.24543156638159766,0.12520834353170784
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,1,short_idx0,0.21732622438722904,0.09159265864270362
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,9,long_idx2,0.23841435773236616,0.10150051931588415
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_4,9,long_idx4,0.46693599689472187,0.17960077365429467
Qwen/Qwen3-8B,libertarian_right,women,Ctx_2,6,short_idx4,0.3768551628868859,0.13990223996031662
Qwen/Qwen3-8B,libertarian_right,latinx people,absent,6,short_idx0,0.53306386563871,0.11323554553609802
Qwen/Qwen3-8B,libertarian_right,asian people,Ctx_1,9,short_idx1,0.3606995934838647,0.18602017087735342
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_1,0,short_idx1,0.6424040006803678,0.20014149165368295
Qwen/Qwen3-8B,libertarian_right,lgbtq+ people,Ctx_2,6,long_idx3,0.3125669118520376,0.13405614293179707
Qwen/Qwen3-8B,libertarian_right,latinx people,Ctx_2,3,long_idx1,0.4643320478834547,0.14757897963352515
Qwen/Qwen3-8B,libertarian_right,muslims,absent,0,long_idx1,0.09788757616335207,0.06325868017369589
Qwen/Qwen3-8B,libertarian_right,black people,Ctx_2,4,short_idx0,0.4118324715095955,0.16075217295382116
Qwen/Qwen3-8B,authoritarian_left,asian people,Ctx_4,8,short_idx4,0.7125670286986205,0.12905398859885764
Qwen/Qwen3-8B,authoritarian_left,women,absent,1,long_idx3,0.024168333133777697,0.020281395821536586
Qwen/Qwen3-8B,authoritarian_left,women,Ctx_2,8,long_idx2,0.5681364901430972,0.16068115816450734
Qwen/Qwen3-8B,authoritarian_left,asian people,absent,7,long_idx2,0.11644218777035091,0.078686931819449
Qwen/Qwen3-8B,authoritarian_left,women,Ctx_2,6,short_idx0,0.6069008452040298,0.12216877308126821
Qwen/Qwen3-8B,authoritarian_left,christians,absent,8,long_idx3,0.1274542940987481,0.0717272502877309
Qwen/Qwen3-8B,authoritarian_left,men,Ctx_4,5,long_idx0,0.4063208411047767,0.1600812388914036
Qwen/Qwen3-8B,authoritarian_left,christians,absent,6,short_idx4,0.2704737036077826,0.13216287666310692
Qwen/Qwen3-8B,authoritarian_left,jews,Ctx_1,2,short_idx0,0.3007118981163781,0.17923577322468004
Qwen/Qwen3-8B,authoritarian_left,women,absent,1,short_idx0,0.44851142579728775,0.14299702935793673
Qwen/Qwen3-8B,authoritarian_left,christians,Ctx_0,0,short_idx1,0.7254513634575738,0.1195086168517081
Qwen/Qwen3-8B,authoritarian_left,jews,absent,4,short_idx4,0.4181462537060987,0.1555005035712034
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_4,6,long_idx3,0.2371162208350929,0.12488193040596204
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_0,1,short_idx4,0.6255119254997185,0.16563331825776142
Qwen/Qwen3-8B,authoritarian_left,latinx people,absent,1,short_idx3,0.35704824086782094,0.1422610210397074
Qwen/Qwen3-8B,authoritarian_left,latinx people,Ctx_1,8,long_idx0,0.5989174599404091,0.18112628032137323
Qwen/Qwen3-8B,authoritarian_left,asian people,absent,2,short_idx0,0.4538038156412027,0.1617348015929524
Qwen/Qwen3-8B,authoritarian_left,christians,absent,4,short_idx2,0.5369933703998188,0.11866477897567095
Qwen/Qwen3-8B,authoritarian_left,white people,Ctx_3,5,long_idx4,0.8117288927416185,0.08996764040190598
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,absent,4,long_idx0,0.30733753467823294,0.15887062858186057
Qwen/Qwen3-8B,authoritarian_left,asian people,absent,3,short_idx1,0.3838886455730633,0.158565450561014
Qwen/Qwen3-8B,authoritarian_left,white people,absent,8,long_idx4,0.33364713514173355,0.15130984577322001
Qwen/Qwen3-8B,authoritarian_left,asian people,Ctx_4,3,long_idx1,0.1535022666862419,0.09565502769772946
Qwen/Qwen3-8B,authoritarian_left,white people,absent,0,short_idx0,0.6512302937092366,0.14323548655383647
Qwen/Qwen3-8B,authoritarian_left,white people,Ctx_1,7,short_idx4,0.7400534689963401,0.15513803270665016
Qwen/Qwen3-8B,authoritarian_left,men,absent,5,long_idx1,0.2142543134030637,0.11703043293904934
Qwen/Qwen3-8B,authoritarian_left,latinx people,absent,4,long_idx2,0.3819917415355419,0.1470112239397962
Qwen/Qwen3-8B,authoritarian_left,white people,absent,1,short_idx2,0.1655119167075859,0.08487861381939199
Qwen/Qwen3-8B,authoritarian_left,christians,Ctx_1,7,short_idx4,0.657008414511924,0.16069334196594512
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_4,3,long_idx3,0.08202146696256804,0.06818933989475104
Qwen/Qwen3-8B,authoritarian_left,christians,absent,4,short_idx2,0.5369933703998188,0.11866477897567095
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,absent,5,short_idx0,0.5727120476800043,0.15477548894897528
Qwen/Qwen3-8B,authoritarian_left,asian people,Ctx_2,9,short_idx4,0.7024951281848254,0.14554518921574852
Qwen/Qwen3-8B,authoritarian_left,black people,absent,1,short_idx0,0.4811537058145792,0.14919971514633132
Qwen/Qwen3-8B,authoritarian_left,white people,absent,5,short_idx3,0.45083228675452797,0.1683758386919784
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_3,8,long_idx1,0.8383915073520787,0.08183106102702045
Qwen/Qwen3-8B,authoritarian_left,black people,Ctx_2,6,long_idx1,0.5112542275551919,0.15645185894578942
Qwen/Qwen3-8B,authoritarian_left,latinx people,Ctx_0,2,long_idx3,0.28643097748627533,0.15678075765184052
Qwen/Qwen3-8B,authoritarian_left,latinx people,Ctx_4,9,short_idx4,0.8293051504874015,0.10774391447403678
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_3,1,short_idx4,0.8777768246762387,0.08421504085844343
Qwen/Qwen3-8B,authoritarian_left,men,Ctx_4,2,long_idx1,0.26508707040781015,0.1421632506173557
Qwen/Qwen3-8B,authoritarian_left,muslims,absent,2,long_idx0,0.14624742559484533,0.08462741008021091
Qwen/Qwen3-8B,authoritarian_left,women,Ctx_3,2,long_idx2,0.24489573745040205,0.1287605494736828
Qwen/Qwen3-8B,authoritarian_left,latinx people,absent,3,short_idx1,0.41774838536351294,0.1680805709388428
Qwen/Qwen3-8B,authoritarian_left,asian people,absent,3,long_idx2,0.01574698439589492,0.014936292221570946
Qwen/Qwen3-8B,authoritarian_left,black people,absent,6,long_idx1,0.2349662322539825,0.13203991192806228
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_0,8,short_idx4,0.7440910453910943,0.12332184985280037
Qwen/Qwen3-8B,authoritarian_left,asian people,absent,3,long_idx1,0.03589731794935805,0.03291324095997997
Qwen/Qwen3-8B,authoritarian_left,latinx people,Ctx_3,0,long_idx4,0.9014490431135481,0.03749019729651548
Qwen/Qwen3-8B,authoritarian_left,women,absent,3,short_idx4,0.1492631671664951,0.0998673313549805
Qwen/Qwen3-8B,authoritarian_left,asian people,Ctx_1,3,short_idx3,0.8579521981087533,0.085642033174785
Qwen/Qwen3-8B,authoritarian_left,latinx people,absent,3,long_idx1,0.039013430162951036,0.03536853581217192
Qwen/Qwen3-8B,authoritarian_left,white people,absent,7,short_idx4,0.32667905790311796,0.14825379288777732
Qwen/Qwen3-8B,authoritarian_left,women,Ctx_0,7,long_idx2,0.4734558701157212,0.16480425893861866
Qwen/Qwen3-8B,authoritarian_left,men,absent,6,short_idx3,0.44051441272815783,0.1545444811811788
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,absent,4,long_idx0,0.30733753467823294,0.15887062858186057
Qwen/Qwen3-8B,authoritarian_left,women,Ctx_0,4,long_idx1,0.3381717183568456,0.15691592791585093
Qwen/Qwen3-8B,authoritarian_left,muslims,absent,1,long_idx3,0.025232770421483496,0.021720976868666413
Qwen/Qwen3-8B,authoritarian_left,jews,absent,0,short_idx1,0.6169593513190925,0.1723168604285666
Qwen/Qwen3-8B,authoritarian_left,women,Ctx_3,7,short_idx1,0.7944322419954134,0.08691075324887051
Qwen/Qwen3-8B,authoritarian_left,men,absent,9,short_idx2,0.43502505333931957,0.12976569610329627
Qwen/Qwen3-8B,authoritarian_left,latinx people,Ctx_3,1,long_idx2,0.7314716001172682,0.10872655301121252
Qwen/Qwen3-8B,authoritarian_left,asian people,Ctx_3,2,short_idx2,0.36794250075881546,0.15530649212328596
Qwen/Qwen3-8B,authoritarian_left,women,absent,0,long_idx2,0.23518132877063463,0.11338456067212088
Qwen/Qwen3-8B,authoritarian_left,men,absent,5,long_idx1,0.2142543134030637,0.11703043293904934
Qwen/Qwen3-8B,authoritarian_left,black people,Ctx_1,2,short_idx3,0.5743706963799737,0.21280409315147916
Qwen/Qwen3-8B,authoritarian_left,asian people,absent,0,short_idx0,0.5811730118485184,0.14176478309935453
Qwen/Qwen3-8B,authoritarian_left,men,Ctx_1,9,short_idx2,0.654532297953471,0.17461052399905477
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_2,1,long_idx3,0.5131971284791872,0.15058412132259458
Qwen/Qwen3-8B,authoritarian_left,muslims,absent,0,short_idx3,0.5616343730204815,0.16873215588492094
Qwen/Qwen3-8B,authoritarian_left,muslims,Ctx_1,5,short_idx2,0.6668636791698925,0.18673739769613487
Qwen/Qwen3-8B,authoritarian_left,black people,absent,7,long_idx3,0.07371726981154433,0.05969290905669264
Qwen/Qwen3-8B,authoritarian_left,christians,Ctx_0,7,long_idx4,0.5246020380083147,0.1265186840751672
Qwen/Qwen3-8B,authoritarian_left,muslims,Ctx_1,1,short_idx2,0.6528931580506288,0.1906069520603608
Qwen/Qwen3-8B,authoritarian_left,women,absent,6,short_idx0,0.6251376469930013,0.122812932366358
Qwen/Qwen3-8B,authoritarian_left,christians,absent,1,long_idx3,0.031421037407608716,0.025784605820661683
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,Ctx_2,5,short_idx3,0.8134206594289602,0.12119780534559542
Qwen/Qwen3-8B,authoritarian_left,christians,absent,3,short_idx2,0.05798107797319109,0.04062805005275834
Qwen/Qwen3-8B,authoritarian_left,muslims,Ctx_2,6,long_idx0,0.4217887683673664,0.15308196997991377
Qwen/Qwen3-8B,authoritarian_left,jews,absent,3,long_idx0,0.008647749731848548,0.008468144088349457
Qwen/Qwen3-8B,authoritarian_left,latinx people,absent,2,long_idx3,0.168310574941091,0.11272502063653443
Qwen/Qwen3-8B,authoritarian_left,women,Ctx_3,0,short_idx2,0.8568861448729003,0.05843955632731372
Qwen/Qwen3-8B,authoritarian_left,men,Ctx_4,8,short_idx1,0.6415508774307755,0.14245911759677288
Qwen/Qwen3-8B,authoritarian_left,christians,absent,3,short_idx3,0.23433076726781712,0.12035962397877611
Qwen/Qwen3-8B,authoritarian_left,muslims,absent,5,long_idx2,0.3205688522384689,0.13524398506996949
Qwen/Qwen3-8B,authoritarian_left,christians,absent,4,long_idx0,0.2353145238515493,0.11444635036894686
Qwen/Qwen3-8B,authoritarian_left,lgbtq+ people,absent,9,long_idx4,0.13748812747073244,0.0973638284331965
Qwen/Qwen3-8B,authoritarian_left,jews,absent,6,long_idx3,0.09273336599538992,0.06878988104019393
Qwen/Qwen3-8B,authoritarian_left,white people,absent,8,long_idx4,0.33364713514173355,0.15130984577322001
Qwen/Qwen3-8B,authoritarian_left,white people,Ctx_2,7,short_idx0,0.7783283772053303,0.1157356252105118
Qwen/Qwen3-8B,authoritarian_left,jews,absent,4,short_idx4,0.4181462537060987,0.1555005035712034
Qwen/Qwen3-8B,authoritarian_left,muslims,Ctx_4,4,long_idx3,0.35499641487190314,0.15880704642058135
Qwen/Qwen3-8B,authoritarian_left,jews,absent,5,long_idx1,0.2468719081477718,0.132223612776188
