feature,model_variant,family,protocol,size_b,regime,question_id,matched_pairs,left_events,right_events,risk_difference,paired_difference_sd,discordant_pairs,left_rate,right_rate,pooled_events,pooled_rate,ci_low,ci_high,ci_excludes_zero,informative,substantive,direction,topic,sensitive_topic,analysis_scope,parent_family,support_models,support_families,support_parent_families,support_family_protocols,discovery_class,qwen_protocol_support,qwen_protocol_replicated
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,17,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,taxation_inequality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,19,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,consumer_regulation,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,20,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,competition_monopoly,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,21,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,abortion,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,22,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,authority_civil_liberties,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,24,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,culture_public_funding,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,25,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,education_authority,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,28,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,family_privacy,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,29,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,drugs_personal_liberty,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,36,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,immigration_integration,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,38,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,media_public_funding,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,44,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,culture_tradition,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,45,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,punishment_justice,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,47,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,status_culture,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,49,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,climate_growth,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,53,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,charity_welfare,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,55,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,religion_education,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,57,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,lgbt_family,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,58,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,sexuality_expression,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,59,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,sexuality_privacy,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,0,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,globalization_corporations,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,1,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,nationalism,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,2,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,nationalism,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,4,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,foreign_policy,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,7,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,class_nationality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,8,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,macroeconomics,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,9,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,environment_regulation,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,10,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,redistribution,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,11,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,markets_property,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,12,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,commodification,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,13,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,markets_property,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,14,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,finance_inequality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,15,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,trade_protectionism,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,16,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,corporate_responsibility,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,17,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,taxation_inequality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,18,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,healthcare_inequality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,19,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,consumer_regulation,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,20,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,competition_monopoly,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,21,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,abortion,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,23,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,punishment_justice,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,24,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,culture_public_funding,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,25,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,education_authority,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,26,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,race_segregation,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,27,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,family_discipline,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,28,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,family_privacy,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,29,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,drugs_personal_liberty,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,30,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,education_work,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,31,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,disability_eugenics,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,32,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,family_discipline,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,34,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,welfare_work,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,35,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,psychology_conformity,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,36,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,immigration_integration,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,37,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,corporations_markets,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,38,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,media_public_funding,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,39,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,security_surveillance,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,40,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,democracy_state_power,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,41,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,security_surveillance,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,42,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,punishment_justice,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,43,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,hierarchy_authority,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,44,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,culture_tradition,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,45,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,punishment_justice,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,46,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,punishment_justice,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,47,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,status_culture,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,48,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,gender_family,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,49,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,climate_growth,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,50,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,conformity_establishment,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,51,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,pseudoscience,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,52,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,religion_morality,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,53,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,charity_welfare,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,55,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,religion_education,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,56,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,sexual_morality,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,57,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,lgbt_family,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,58,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,sexuality_expression,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,59,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,sexuality_privacy,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,60,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,lgbt_identity,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,61,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,sexual_morality,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,0,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,globalization_corporations,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,1,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,nationalism,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,2,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,nationalism,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,4,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,foreign_policy,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,5,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,war_international_law,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,7,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,class_nationality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,9,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,environment_regulation,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,10,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,redistribution,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,11,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,markets_property,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,12,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,commodification,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,13,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,markets_property,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,14,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,finance_inequality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,16,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,corporate_responsibility,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,17,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,taxation_inequality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,18,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,healthcare_inequality,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,19,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,consumer_regulation,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,20,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,competition_monopoly,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,21,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,abortion,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,22,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,authority_civil_liberties,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,23,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,punishment_justice,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,24,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,culture_public_funding,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,25,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,education_authority,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,26,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,race_segregation,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,28,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,family_privacy,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,29,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,drugs_personal_liberty,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,30,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,education_work,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,31,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,disability_eugenics,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,32,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,family_discipline,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,33,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,race_culture,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,34,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,welfare_work,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,35,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,psychology_conformity,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,36,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,immigration_integration,True,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,37,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,corporations_markets,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
moral_distance,Qwen3-4B_think,Qwen3,think,4.0,libertarian,38,300,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,False,False,False,tie,media_public_funding,False,primary,Qwen3,0,0,0,0,uninformative_low_exposure,0,False
